Week,Player,Team,Against,Pos,Yds,TD,Int,Yds,TD,Rec,Yds,TD,TD,FumTD,2PT,Lost,Points
12,D.J. Moore,CAR,DEN,WR,-,-,-,-,-,4,103,1,-,-,-,-,20.3
12,Nick Chubb,CLE,TB,RB,-,-,-,116,1,1,16,-,-,-,-,-,20.2
12,Rhamondre Stevenson,NE,MIN,RB,-,-,-,36,-,9,76,-,-,-,-,-,20.2
12,DK Metcalf,SEA,LV,WR,-,-,-,-,-,11,90,-,-,-,-,-,20
12,Rachaad White,TB,CLE,RB,-,-,-,64,-,9,45,-,-,-,-,-,19.9
12,Geno Smith,SEA,LV,QB,328,2,1,22,-,-,-,-,-,-,-,1,19.32
12,Samaje Perine,CIN,TEN,RB,-,-,-,58,1,4,35,-,-,-,-,-,19.3
12,Michael Pittman,IND,PIT,WR,-,-,-,-,-,7,61,1,-,-,-,-,19.1
12,Dalton Schultz,DAL,NYG,TE,-,-,-,-,-,4,31,2,-,-,-,-,19.1
12,Aaron Jones,GB,PHI,RB,-,-,-,43,-,3,56,1,-,-,-,-,18.9
12,Jonathan Taylor,IND,PIT,RB,-,-,-,86,1,3,12,-,-,-,-,-,18.8
12,DeAndre Hopkins,ARI,LAC,WR,-,-,-,-,-,4,87,1,-,-,-,-,18.7
12,Nelson Agholor,NE,MIN,WR,-,-,-,-,-,6,65,1,-,-,-,-,18.5
12,Patrick Mahomes,KC,LA,QB,320,1,1,36,-,-,-,-,-,-,-,-,18.4
12,Tom Brady,TB,CLE,QB,246,2,-,2,-,-,-,-,-,-,-,-,18.04
12,Joe Burrow,CIN,TEN,QB,270,1,-,32,-,-,-,-,-,-,-,-,18
12,AJ Dillon,GB,PHI,RB,-,-,-,64,1,3,24,-,-,-,-,-,17.8
12,Jelani Woods,IND,PIT,TE,-,-,-,-,-,8,98,-,-,-,-,-,17.8
12,CeeDee Lamb,DAL,NYG,WR,-,-,-,11,-,6,106,-,-,-,-,-,17.7
12,Jared Goff,DET,BUF,QB,240,2,-,-,-,-,-,-,-,-,-,-,17.6
12,Josh Oliver,BAL,JAX,TE,-,-,-,-,-,4,76,1,-,-,-,-,17.6
12,Treylon Burks,TEN,CIN,WR,-,-,-,-,-,4,70,-,-,1,-,-,17
12,Jauan Jennings,SF,NO,WR,-,-,-,-,-,6,49,1,-,-,-,-,16.9
12,Kenneth Walker III,SEA,LV,RB,-,-,-,26,2,1,13,-,-,-,-,-,16.9
12,Sam Darnold,CAR,DEN,QB,164,1,-,3,1,-,-,-,-,-,-,-,16.86
12,Ezekiel Elliott,DAL,NYG,RB,-,-,-,92,1,1,3,-,-,-,-,-,16.5
12,Amari Cooper,CLE,TB,WR,-,-,-,-,-,7,94,-,-,-,-,-,16.4
12,Mack Hollins,LV,SEA,WR,-,-,-,-,-,4,63,1,-,-,-,-,16.3
12,Tua Tagovailoa,MIA,HOU,QB,299,1,-,-,-,-,-,-,-,-,-,-,15.96
12,Keenan Allen,LAC,ARI,WR,-,-,-,-,-,5,49,1,-,-,-,-,15.9
12,Tyler Lockett,SEA,LV,WR,-,-,-,-,-,3,68,1,-,-,-,-,15.8
12,Travis Kelce,KC,LA,TE,-,-,-,-,-,4,57,1,-,-,-,-,15.7
12,Isiah Pacheco,KC,LA,RB,-,-,-,69,1,1,17,-,-,-,-,-,15.6
12,Hunter Henry,NE,MIN,TE,-,-,-,-,-,3,63,1,-,-,-,-,15.3
12,T.J. Hockenson,MIN,NE,TE,-,-,-,-,-,5,43,1,-,-,-,-,15.3
12,Saquon Barkley,NYG,DAL,RB,-,-,-,39,1,4,13,-,-,-,-,-,15.2
12,Jordan Akins,HOU,MIA,TE,-,-,-,-,-,5,61,1,-,-,-,1,15.1
12,Richie James,NYG,DAL,WR,-,-,-,-,-,5,41,1,-,-,-,-,15.1
12,Tyreek Hill,MIA,HOU,WR,-,-,-,5,-,6,85,-,-,-,-,-,15
12,Dak Prescott,DAL,NYG,QB,261,2,2,4,-,-,-,-,-,-,-,-,14.84
12,Ty Johnson,NYJ,CHI,RB,-,-,-,62,1,1,16,-,-,-,-,-,14.8
12,Jamal Agnew,JAX,BAL,WR,-,-,-,-,-,5,37,1,-,-,-,-,14.7
12,Derrick Henry,TEN,CIN,RB,-,-,-,38,-,3,79,-,-,-,-,-,14.7
12,Daniel Jones,NYG,DAL,QB,228,1,-,14,-,-,-,-,-,-,-,-,14.52
12,Ameer Abdullah,LV,SEA,RB,-,-,-,16,-,3,39,1,-,-,-,-,14.5
12,Davante Adams,LV,SEA,WR,-,-,-,-,-,7,74,-,-,-,-,-,14.4
12,David Montgomery,CHI,NYJ,RB,-,-,-,79,-,3,34,-,-,-,-,-,14.3
12,Olamide Zaccheaus,ATL,WAS,WR,-,-,-,-,-,5,91,-,-,-,-,-,14.1
12,Elijah Moore,NYJ,CHI,WR,-,-,-,-4,-,2,64,1,-,-,-,-,14
12,David Njoku,CLE,TB,TE,-,-,-,-,-,5,29,1,-,-,-,-,13.9
12,Marcus Mariota,ATL,WAS,QB,174,1,1,49,-,-,-,-,-,-,-,-,13.86
12,Benny Snell,PIT,IND,RB,-,-,-,62,1,1,6,-,-,-,-,-,13.8
12,Courtland Sutton,DEN,CAR,WR,-,-,-,-,-,6,75,-,-,-,-,-,13.5
12,Jaylen Waddle,MIA,HOU,WR,-,-,-,-,-,5,85,-,-,-,-,-,13.5
12,Travis Homer,SEA,LV,RB,-,-,-,8,-,2,45,1,-,-,-,-,13.3
12,Bam Knight,NYJ,CHI,RB,-,-,-,69,-,3,34,-,-,-,-,-,13.3
12,Jimmy Garoppolo,SF,NO,QB,222,1,-,4,-,-,-,-,-,-,-,-,13.28
12,Jacoby Brissett,CLE,TB,QB,210,1,1,27,-,-,-,-,-,-,-,-,13.1
12,A.J. Brown,PHI,GB,WR,-,-,-,-,-,4,46,1,-,-,-,1,12.6
12,Ryan Tannehill,TEN,CIN,QB,291,-,-,9,-,-,-,-,-,-,-,-,12.54
12,Quez Watkins,PHI,GB,WR,-,-,-,-,-,3,35,1,-,-,-,-,12.5
12,Foster Moreau,LV,SEA,TE,-,-,-,-,-,3,33,1,-,-,-,-,12.3
12,Jeff Wilson,MIA,HOU,RB,-,-,-,39,1,1,13,-,-,-,-,-,12.2
12,Kenny Pickett,PIT,IND,QB,174,-,-,32,-,-,-,-,-,-,1,-,12.16
12,DeVante Parker,NE,MIN,WR,-,-,-,-,-,4,80,-,-,-,-,-,12
12,Van Jefferson,LA,KC,WR,-,-,-,-,-,3,29,1,-,-,-,-,11.9
12,Anthony Schwartz,CLE,TB,WR,-,-,-,31,1,1,17,-,-,-,-,-,11.8
12,Hayden Hurst,CIN,TEN,TE,-,-,-,-,-,6,57,-,-,-,-,-,11.7
12,Kenneth Gainwell,PHI,GB,RB,-,-,-,39,1,1,7,-,-,-,-,-,11.6
12,Brandon Aiyuk,SF,NO,WR,-,-,-,-,-,5,65,-,-,-,-,-,11.5
12,Taylor Heinicke,WAS,ATL,QB,138,2,1,-1,-,-,-,-,-,-,-,-,11.42
12,John Bates,WAS,ATL,TE,-,-,-,-,-,3,24,1,-,-,-,-,11.4
12,D'Onta Foreman,CAR,DEN,RB,-,-,-,113,-,-,-,-,-,-,-,-,11.3
12,Michael Gallup,DAL,NYG,WR,-,-,-,-,-,5,63,-,-,-,-,-,11.3
12,Marvin Jones,JAX,BAL,WR,-,-,-,-,-,3,22,1,-,-,-,-,11.2
12,Chris Olave,NO,SF,WR,-,-,-,-,-,5,62,-,-,-,-,-,11.2
12,Brandin Cooks,HOU,MIA,WR,-,-,-,2,-,5,59,-,-,-,-,-,11.1
12,Mark Andrews,BAL,JAX,TE,-,-,-,-,-,4,50,-,-,-,1,-,11
12,Najee Harris,PIT,IND,RB,-,-,-,35,1,1,4,-,-,-,-,-,10.9
12,Latavius Murray,DEN,CAR,RB,-,-,-,92,-,1,6,-,-,-,-,-,10.8
12,George Pickens,PIT,IND,WR,-,-,-,-,-,3,57,-,-,-,1,-,10.7
12,Marquise Brown,ARI,LAC,WR,-,-,-,-,-,6,46,-,-,-,-,-,10.6
12,Josh Palmer,LAC,ARI,WR,-,-,-,-,-,5,56,-,-,-,-,-,10.6
12,Jamaal Williams,DET,BUF,RB,-,-,-,66,1,-,-,-,-,-,-,1,10.6
12,Nico Collins,HOU,MIA,WR,-,-,-,-,-,6,44,-,-,-,-,-,10.4
12,D'Andre Swift,DET,BUF,RB,-,-,-,19,-,4,24,-,-,-,1,-,10.3
12,Andy Dalton,NO,SF,QB,204,-,-,21,-,-,-,-,-,-,-,-,10.26
12,Matt Ryan,IND,PIT,QB,199,1,1,22,-,-,-,-,-,-,-,1,10.16
12,Cordarrelle Patterson,ATL,WAS,RB,-,-,-,52,-,3,19,-,-,-,-,-,10.1
12,Trevor Siemian,CHI,NYJ,QB,179,1,1,8,-,-,-,-,-,-,-,-,9.96
12,Randall Cobb,GB,PHI,WR,-,-,-,-,-,2,19,1,-,-,-,-,9.9
12,Diontae Johnson,PIT,IND,WR,-,-,-,-,-,5,49,-,-,-,-,-,9.9
12,Kyle Allen,HOU,MIA,QB,215,1,2,12,-,-,-,-,-,-,-,-,9.8
12,Kendall Hinton,DEN,CAR,WR,-,-,-,13,-,5,35,-,-,-,-,-,9.8
12,Nick Westbrook-Ikhine,TEN,CIN,WR,-,-,-,-,-,4,58,-,-,-,-,-,9.8
12,D.J. Chark,DET,BUF,WR,-,-,-,-,-,2,16,1,-,-,-,-,9.6
12,Dalvin Cook,MIN,NE,RB,-,-,-,42,-,4,14,-,-,-,-,-,9.6
12,Marquez Valdes-Scantling,KC,LA,WR,-,-,-,-,-,4,56,-,-,-,-,-,9.6
12,River Cracraft,MIA,HOU,WR,-,-,-,-,-,4,55,-,-,-,-,-,9.5
12,Aaron Rodgers,GB,PHI,QB,140,2,2,-1,-,-,-,-,-,-,-,-,9.5
12,DeSean Jackson,BAL,JAX,WR,-,-,-,-,-,2,74,-,-,-,-,-,9.4
12,Terry McLaurin,WAS,ATL,WR,-,-,-,5,-,4,48,-,-,-,-,-,9.3
12,Darius Slayton,NYG,DAL,WR,-,-,-,-,-,3,63,-,-,-,-,-,9.3
12,Gus Edwards,BAL,JAX,RB,-,-,-,52,1,-,-,-,-,-,-,1,9.2
12,Jakobi Meyers,NE,MIN,WR,-,-,-,-,-,3,62,-,-,-,-,-,9.2
12,Byron Pringle,CHI,NYJ,WR,-,-,-,-,-,2,12,1,-,-,-,-,9.2
12,Dare Ogunbowale,HOU,MIA,RB,-,-,-,14,1,1,6,-,-,-,-,-,9
12,Devin Singletary,BUF,DET,RB,-,-,-,72,-,1,8,-,-,-,-,-,9
12,DeVonta Smith,PHI,GB,WR,-,-,-,-,-,4,50,-,-,-,-,-,9
12,Kyren Williams,LA,KC,RB,-,-,-,35,-,3,25,-,-,-,-,-,9
12,Christian McCaffrey,SF,NO,RB,-,-,-,32,-,4,17,-,-,-,-,-,8.9
12,MyCole Pruitt,ATL,WAS,TE,-,-,-,-,-,2,9,1,-,-,-,-,8.9
12,Jake Ferguson,DAL,NYG,TE,-,-,-,-,-,3,57,-,-,-,-,-,8.7
12,Jordan Love,GB,PHI,QB,113,1,-,-,-,-,-,-,-,-,-,-,8.52
12,Marquise Goodwin,SEA,LV,WR,-,-,-,7,-,3,48,-,-,-,-,-,8.5
12,Julio Jones,TB,CLE,WR,-,-,-,15,-,3,40,-,-,-,-,-,8.5
12,Russell Wilson,DEN,CAR,QB,142,1,-,8,-,-,-,-,-,-,-,1,8.48
12,Antonio Gibson,WAS,ATL,RB,-,-,-,32,-,3,22,-,-,-,-,-,8.4
12,Bryce Perkins,LA,KC,QB,100,1,2,44,-,-,-,-,-,-,-,-,8.4
12,Christian Kirk,JAX,BAL,WR,-,-,-,-5,-,4,46,-,-,-,-,-,8.1
12,Tony Pollard,DAL,NYG,RB,-,-,-,60,-,2,1,-,-,-,-,-,8.1
12,Tyler Conklin,NYJ,CHI,TE,-,-,-,-,-,3,50,-,-,-,-,-,8
12,Rashid Shaheed,NO,SF,WR,-,-,-,6,-,2,53,-,-,-,-,-,7.9
12,Gabe Davis,BUF,DET,WR,-,-,-,-,-,4,38,-,-,-,-,-,7.8
12,Gerald Everett,LAC,ARI,TE,-,-,-,-,-,4,18,-,-,-,1,-,7.8
12,Darrynton Evans,CHI,NYJ,RB,-,-,-,34,-,1,33,-,-,-,-,-,7.7
12,Ko Kieft,TB,CLE,TE,-,-,-,-,-,1,5,1,-,-,-,-,7.5
12,Kalif Raymond,DET,BUF,WR,-,-,-,-,-,4,35,-,-,-,-,-,7.5
12,Durham Smythe,MIA,HOU,TE,-,-,-,-,-,1,4,1,-,-,-,-,7.4
12,Deebo Samuel,SF,NO,WR,-,-,-,-,-,3,43,-,-,-,-,-,7.3
12,Chase Claypool,CHI,NYJ,WR,-,-,-,-,-,2,51,-,-,-,-,-,7.1
12,Alvin Kamara,NO,SF,RB,-,-,-,13,-,6,37,-,-,-,-,2,7
12,Gary Brightwell,NYG,DAL,RB,-,-,-,31,-,2,18,-,-,-,-,-,6.9
12,Devin Duvernay,BAL,JAX,WR,-,-,-,16,-,3,23,-,-,-,-,-,6.9
12,Pat Freiermuth,PIT,IND,TE,-,-,-,-,-,3,39,-,-,-,-,-,6.9
12,JuJu Smith-Schuster,KC,LA,WR,-,-,-,-,-,3,38,-,-,-,-,-,6.8
12,Skyy Moore,KC,LA,WR,-,-,-,-,-,5,36,-,-,-,-,1,6.6
12,Chuba Hubbard,CAR,DEN,RB,-,-,-,65,-,-,-,-,-,-,-,-,6.5
12,Chigoziem Okonkwo,TEN,CIN,TE,-,-,-,-,-,3,35,-,-,-,-,-,6.5
12,Noah Fant,SEA,LV,TE,-,-,-,-,-,3,34,-,-,-,-,-,6.4
12,David Bell,CLE,TB,WR,-,-,-,-,-,4,23,-,-,-,-,-,6.3
12,Elijah Mitchell,SF,NO,RB,-,-,-,35,-,2,8,-,-,-,-,-,6.3
12,Peyton Hendershot,DAL,NYG,TE,-,-,-,2,1,-,-,-,-,-,-,-,6.2
12,Isaiah Hodgins,NYG,DAL,WR,-,-,-,-,-,3,31,-,-,-,-,-,6.1
12,Anthony McFarland,PIT,IND,RB,-,-,-,30,-,2,11,-,-,-,-,-,6.1
12,Austin Hooper,TEN,CIN,TE,-,-,-,-,-,3,30,-,-,-,-,-,6
12,Kendrick Bourne,NE,MIN,WR,-,-,-,-7,-,3,36,-,-,-,-,-,5.9
12,Cole Kmet,CHI,NYJ,TE,-,-,-,-,-,3,27,-,-,-,-,-,5.7
12,Michael Carter,NYJ,CHI,RB,-,-,-,21,-,2,15,-,-,-,-,-,5.6
12,George Kittle,SF,NO,TE,-,-,-,-,-,3,26,-,-,-,-,-,5.6
12,Jerick McKinnon,KC,LA,RB,-,-,-,-,-,3,26,-,-,-,-,-,5.6
12,Tyler Allgeier,ATL,WAS,RB,-,-,-,54,-,-,-,-,-,-,-,-,5.4
12,Trent Sherfield,MIA,HOU,WR,-,-,-,-,-,2,33,-,-,-,-,-,5.3
12,Trayveon Williams,CIN,TEN,RB,-,-,-,18,-,1,24,-,-,-,-,-,5.2
12,Mike Evans,TB,CLE,WR,-,-,-,-,-,2,31,-,-,-,-,-,5.1
12,Robert Tonyan,GB,PHI,TE,-,-,-,-,-,3,20,-,-,-,-,-,5
12,Dontrell Hilliard,TEN,CIN,RB,-,-,-,16,-,3,3,-,-,-,-,-,4.9
12,Drake London,ATL,WAS,WR,-,-,-,-,-,2,29,-,-,-,-,-,4.9
12,C.J. Uzomah,NYJ,CHI,TE,-,-,-,-,-,3,17,-,-,-,-,-,4.7
12,Jody Fortson,KC,LA,TE,-,-,-,-,-,2,26,-,-,-,-,-,4.6
12,Dameon Pierce,HOU,MIA,RB,-,-,-,8,-,3,8,-,-,-,-,-,4.6
12,Justin Watson,KC,LA,WR,-,-,-,-,-,2,26,-,-,-,-,-,4.6
12,Ced Wilson,MIA,HOU,WR,-,-,-,-,-,2,26,-,-,-,-,-,4.6
12,Ronald Jones,KC,LA,RB,-,-,-,12,-,1,22,-,-,-,-,-,4.4
12,Allen Lazard,GB,PHI,WR,-,-,-,-,-,2,24,-,-,-,-,-,4.4
12,Tutu Atwell,LA,KC,WR,-,-,-,-,-,2,23,-,-,-,-,-,4.3
12,Laviska Shenault Jr.,CAR,DEN,WR,-,-,-,2,-,2,19,-,-,-,-,-,4.1
12,Ian Thomas,CAR,DEN,TE,-,-,-,-,-,2,21,-,-,-,-,-,4.1
12,Joshua Kelley,LAC,ARI,RB,-,-,-,4,-,2,16,-,-,-,-,-,4
12,Jarvis Landry,NO,SF,WR,-,-,-,-,-,2,20,-,-,-,-,-,4
12,Johnny Mundt,MIN,NE,TE,-,-,-,-,-,2,20,-,-,-,-,-,4
12,Teagan Quitoriano,HOU,MIA,TE,-,-,-,-,-,2,20,-,-,-,-,-,4
12,James Cook,BUF,DET,RB,-,-,-,4,-,2,14,-,-,-,-,-,3.8
12,Cam Akers,LA,KC,RB,-,-,-,37,-,-,-,-,-,-,-,-,3.7
12,Will Dissly,SEA,LV,TE,-,-,-,-,-,2,17,-,-,-,-,-,3.7
12,Dawson Knox,BUF,DET,TE,-,-,-,-,-,2,17,-,-,-,-,-,3.7
12,Tyler Boyd,CIN,TEN,WR,-,-,-,-,-,2,16,-,-,-,-,-,3.6
12,Noah Gray,KC,LA,TE,-,-,-,-,-,2,16,-,-,-,-,-,3.6
12,Donovan Peoples-Jones,CLE,TB,WR,-,-,-,-,-,2,16,-,-,-,-,-,3.6
12,Robert Woods,TEN,CIN,WR,-,-,-,-,-,2,16,-,-,-,-,-,3.6
12,Cameron Brate,TB,CLE,TE,-,-,-,-,-,2,15,-,-,-,-,-,3.5
12,DeeJay Dallas,SEA,LV,RB,-,-,-,2,-,2,13,-,-,-,-,-,3.5
12,Jalen Reagor,MIN,NE,WR,-,-,-,-,-,1,25,-,-,-,-,-,3.5
12,Mo Alie-Cox,IND,PIT,TE,-,-,-,-,-,2,14,-,-,-,-,-,3.4
12,Parris Campbell,IND,PIT,WR,-,-,-,-,-,2,14,-,-,-,-,-,3.4
12,Patrick Ricard,BAL,JAX,RB,-,-,-,-,-,2,14,-,-,-,-,-,3.4
12,Chris Myarick,NYG,DAL,TE,-,-,-,-,-,1,23,-,-,-,-,-,3.3
12,Keelan Cole,LV,SEA,WR,-,-,-,-,-,2,12,-,-,-,-,-,3.2
12,James Mitchell,DET,BUF,TE,-,-,-,-,-,1,22,-,-,-,-,-,3.2
12,Greg Dulcich,DEN,CAR,TE,-,-,-,-,-,2,11,-,-,-,-,-,3.1
12,Myles Gaskin,MIA,HOU,RB,-,-,-,17,-,1,4,-,-,-,-,-,3.1
12,Kareem Hunt,CLE,TB,RB,-,-,-,15,-,1,6,-,-,-,-,-,3.1
12,Lawrence Cager,NYG,DAL,WR,-,-,-,-,-,1,20,-,-,-,-,-,3
12,Taysom Hill,NO,SF,TE,-,-,-,13,-,1,7,-,-,-,-,-,3
12,Harrison Bryant,CLE,TB,TE,-,-,-,-,-,2,9,-,-,-,-,-,2.9
12,Justin Jackson,DET,BUF,RB,-,-,-,4,-,1,15,-,-,-,-,-,2.9
12,Steven Sims,PIT,IND,WR,-,-,-,-,-,2,9,-,-,-,-,-,2.9
12,Zamir White,LV,SEA,RB,-,-,-,28,-,-,-,-,-,-,-,-,2.8
12,Robbie Anderson,ARI,LAC,WR,-,-,-,-,-,1,17,-,-,-,-,-,2.7
12,Dyami Brown,WAS,ATL,WR,-,-,-,-,-,1,17,-,-,-,-,-,2.7
12,Chris Moore,HOU,MIA,WR,-,-,-,-,-,2,7,-,-,-,-,-,2.7
12,Demarcus Robinson,BAL,JAX,WR,-,-,-,-,-,1,17,-,-,-,-,-,2.7
12,Adam Trautman,NO,SF,TE,-,-,-,-,-,1,17,-,-,-,-,-,2.7
12,Anthony Firkser,ATL,WAS,TE,-,-,-,-,-,1,16,-,-,-,-,-,2.6
12,Trenton Irwin,CIN,TEN,WR,-,-,-,-,-,1,16,-,-,-,-,-,2.6
12,Brandon Powell,LA,KC,WR,-,-,-,-,-,2,6,-,-,-,-,-,2.6
12,Brock Wright,DET,BUF,TE,-,-,-,-,-,2,6,-,-,-,-,-,2.6
12,Matt Breida,NYG,DAL,RB,-,-,-,6,-,1,9,-,-,-,-,-,2.5
12,Jordan Mason,SF,NO,RB,-,-,-,25,-,-,-,-,-,-,-,-,2.5
12,Ben Skowronek,LA,KC,WR,-,-,-,-,-,2,5,-,-,-,-,-,2.5
12,Boston Scott,PHI,GB,RB,-,-,-,24,-,-,-,-,-,-,-,-,2.4
12,Braxton Berrios,NYJ,CHI,WR,-,-,-,9,-,1,4,-,-,-,-,-,2.3
12,Caleb Huntley,ATL,WAS,RB,-,-,-,12,-,1,1,-,-,-,-,-,2.3
12,K.J. Osborn,MIN,NE,WR,-,-,-,5,-,1,8,-,-,-,-,-,2.3
12,Brycen Hopkins,LA,KC,TE,-,-,-,-,-,1,12,-,-,-,-,-,2.2
12,Kyle Juszczyk,SF,NO,RB,-,-,-,-,-,2,2,-,-,-,-,-,2.2
12,Marlon Mack,DEN,CAR,RB,-,-,-,7,-,1,5,-,-,-,-,-,2.2
12,Ray-Ray McCloud,SF,NO,WR,-,-,-,-,-,1,12,-,-,-,-,-,2.2
12,Dante Pettis,CHI,NYJ,WR,-,-,-,-,-,1,12,-,-,-,-,-,2.2
12,Jonathan Williams,WAS,ATL,RB,-,-,-,22,-,-,-,-,-,-,-,-,2.2
12,Denzel Mims,NYJ,CHI,WR,-,-,-,-,-,1,11,-,-,-,-,-,2.1
12,Tanner Hudson,NYG,DAL,TE,-,-,-,-,-,1,10,-,-,-,-,-,2
12,Corey Davis,NYJ,CHI,WR,-,-,-,-,-,1,9,-,-,-,-,-,1.9
12,Parker Hesse,ATL,WAS,TE,-,-,-,-,-,1,9,-,-,-,-,-,1.9
12,Terrace Marshall Jr.,CAR,DEN,WR,-,-,-,-,-,1,8,-,-,-,-,-,1.8
12,Tre'Quan Smith,NO,SF,WR,-,-,-,-,-,1,8,-,-,-,-,-,1.8
12,Trent Taylor,CIN,TEN,WR,-,-,-,-,-,1,8,-,-,-,-,-,1.8
12,Andre Baccellia,,,WR,-,-,-,-,-,1,7,-,-,-,-,-,1.7
12,Equanimeous St. Brown,CHI,NYJ,WR,-,-,-,-,-,1,7,-,-,-,-,-,1.7
12,Logan Thomas,WAS,ATL,TE,-,-,-,-,-,1,7,-,-,-,-,-,1.7
12,Damien Harris,NE,MIN,RB,-,-,-,16,-,-,-,-,-,-,-,-,1.6
12,Jacob Harris,LA,KC,TE,-,-,-,-,-,1,6,-,-,-,-,-,1.6
12,Rex Burkhead,HOU,MIA,RB,-,-,-,-,-,1,5,-,-,-,-,-,1.5
12,Phillip Dorsett,HOU,MIA,WR,-,-,-,-,-,1,5,-,-,-,-,-,1.5
12,A.J. Green,ARI,LAC,WR,-,-,-,-,-,1,5,-,-,-,-,-,1.5
12,Isaiah Spiller,LAC,ARI,RB,-,-,-,3,-,1,2,-,-,-,-,-,1.5
12,Ke'Shawn Vaughn,TB,CLE,RB,-,-,-,15,-,-,-,-,-,-,-,-,1.5
12,Derek Watt,PIT,IND,RB,-,-,-,4,-,1,1,-,-,-,-,-,1.5
12,Evan Engram,JAX,BAL,TE,-,-,-,-,-,1,4,-,-,-,-,-,1.4
12,Quintin Morris,BUF,DET,TE,-,-,-,-,-,1,3,-,-,-,-,-,1.3
12,Curtis Samuel,WAS,ATL,WR,-,-,-,13,-,-,-,-,-,-,-,-,1.3
12,Trevon Wesco,CHI,NYJ,TE,-,-,-,-,-,1,3,-,-,-,-,-,1.3
12,Tommy Tremble,CAR,DEN,TE,-,-,-,-,-,1,2,-,-,-,-,-,1.2
12,Cody White,PIT,IND,WR,-,-,-,-,-,1,2,-,-,-,-,-,1.2
12,Snoop Conner,JAX,BAL,RB,-,-,-,11,-,-,-,-,-,-,-,-,1.1
12,Alexander Mattison,MIN,NE,RB,-,-,-,11,-,-,-,-,-,-,-,-,1.1
12,Trey McBride,ARI,LAC,TE,-,-,-,-,-,1,1,-,-,-,-,-,1.1
12,Alec Ingold,MIA,HOU,RB,-,-,-,-,-,1,-,-,-,-,-,-,1
12,Mark Ingram,NO,SF,RB,-,-,-,10,-,-,-,-,-,-,-,-,1
12,Gunner Olszewski,PIT,IND,WR,-,-,-,9,-,-,-,-,-,-,-,-,0.9
12,Grant Calcaterra,PHI,GB,TE,-,-,-,-,-,1,-2,-,-,-,-,-,0.8
12,Montrell Washington,DEN,CAR,WR,-,-,-,1,-,1,-3,-,-,-,-,-,0.8
12,Zach Gentry,PIT,IND,TE,-,-,-,-,-,1,-4,-,-,-,-,-,0.6
12,Velus Jones Jr.,CHI,NYJ,WR,-,-,-,6,-,-,-,-,-,-,-,-,0.6
12,Keaontay Ingram,ARI,LAC,RB,-,-,-,5,-,-,-,-,-,-,-,-,0.5
12,Travis Etienne,JAX,BAL,RB,-,-,-,3,-,-,-,-,-,-,-,-,0.3
