Week,Player,Team,Against,Pos,Yds,TD,Int,Yds,TD,Rec,Yds,TD,TD,FumTD,2PT,Lost,Points
10,Treylon Burks,TEN,DEN,WR,-,-,-,-,-,3,24,-,-,-,-,-,5.4
10,Tanner Hudson,NYG,HOU,TE,-,-,-,-,-,3,24,-,-,-,-,-,5.4
10,Tom Kennedy,DET,CHI,WR,-,-,-,-,-,1,44,-,-,-,-,-,5.4
10,David Montgomery,CHI,DET,RB,-,-,-,37,-,1,7,-,-,-,-,-,5.4
10,Miles Sanders,PHI,WAS,RB,-,-,-,54,-,-,-,-,-,-,-,-,5.4
10,Olamide Zaccheaus,ATL,CAR,WR,-,-,-,-,-,2,34,-,-,-,-,-,5.4
10,Terrace Marshall Jr.,CAR,ATL,WR,-,-,-,-,-,1,43,-,-,-,-,-,5.3
10,JuJu Smith-Schuster,KC,JAX,WR,-,-,-,-,-,2,33,-,-,-,-,-,5.3
10,Mike Gesicki,MIA,CLE,TE,-,-,-,-,-,2,31,-,-,-,-,-,5.1
10,Tre' McKitty,LAC,SF,TE,-,-,-,-,-,3,21,-,-,-,-,-,5.1
10,Chigoziem Okonkwo,TEN,DEN,TE,-,-,-,-,-,1,41,-,-,-,-,-,5.1
10,Rex Burkhead,HOU,NYG,RB,-,-,-,2,-,2,28,-,-,-,-,-,5
10,Will Dissly,SEA,TB,TE,-,-,-,-,-,2,28,-,-,-,-,-,4.8
10,Justin Jackson,DET,CHI,RB,-,-,-,14,-,2,14,-,-,-,-,-,4.8
10,Kyle Pitts,ATL,CAR,TE,-,-,-,-,-,2,28,-,-,-,-,-,4.8
10,Scott Miller,TB,SEA,WR,-,-,-,-,-,2,25,-,-,-,-,-,4.5
10,Evan Engram,JAX,KC,TE,-,-,-,-,-,3,14,-,-,-,-,-,4.4
10,Gerald Everett,LAC,SF,TE,-,-,-,-,-,2,23,-,-,-,-,-,4.3
10,Marvin Jones,JAX,KC,WR,-,-,-,-,-,1,33,-,-,-,-,-,4.3
10,Ray-Ray McCloud,SF,LAC,WR,-,-,-,-,-,1,33,-,-,-,-,-,4.3
10,Phillip Dorsett,HOU,NYG,WR,-,-,-,-,-,2,22,-,-,-,-,-,4.2
10,Adam Trautman,NO,PIT,TE,-,-,-,-,-,2,22,-,-,-,-,-,4.2
10,Malik Davis,DAL,GB,RB,-,-,-,38,-,-,-,-,-,-,-,-,3.8
10,Mack Hollins,LV,IND,WR,-,-,-,-,-,2,18,-,-,-,-,-,3.8
10,Wan'Dale Robinson,NYG,HOU,WR,-,-,-,-5,-,2,20,-,-,-,-,-,3.5
10,Jamal Agnew,JAX,KC,WR,-,-,-,-,-,3,4,-,-,-,-,-,3.4
10,Ben Skowronek,LA,ARI,WR,-,-,-,-,-,2,14,-,-,-,-,-,3.4
10,Tyler Allgeier,ATL,CAR,RB,-,-,-,20,-,3,-17,-,-,-,-,-,3.3
10,Pharaoh Brown,CLE,MIA,TE,-,-,-,-,-,2,13,-,-,-,-,-,3.3
10,Raheem Blackshear,CAR,ATL,RB,-,-,-,32,-,-,-,-,-,-,-,-,3.2
10,Caleb Huntley,ATL,CAR,RB,-,-,-,32,-,-,-,-,-,-,-,-,3.2
10,Logan Thomas,WAS,PHI,TE,-,-,-,-,-,2,12,-,-,-,-,-,3.2
10,George Kittle,SF,LAC,TE,-,-,-,-,-,1,21,-,-,-,-,-,3.1
10,Cordarrelle Patterson,ATL,CAR,RB,-,-,-,18,-,1,2,-,-,-,-,-,3
10,Robert Woods,TEN,DEN,WR,-,-,-,-,-,2,10,-,-,-,-,-,3
10,Connor Heyward,PIT,NO,TE,-,-,-,-,-,2,9,-,-,-,-,-,2.9
10,Kareem Hunt,CLE,MIA,RB,-,-,-,9,-,1,10,-,-,-,-,-,2.9
10,Cooper Kupp,LA,ARI,WR,-,-,-,-,-,3,-1,-,-,-,-,-,2.9
10,Alexander Mattison,MIN,BUF,RB,-,-,-,11,-,1,8,-,-,-,-,-,2.9
10,Dante Pettis,CHI,DET,WR,-,-,-,8,-,1,9,-,-,-,-,-,2.7
10,Steven Sims,PIT,NO,WR,-,-,-,2,-,1,15,-,-,-,-,-,2.7
10,Shi Smith,CAR,ATL,WR,-,-,-,-,-,1,17,-,-,-,-,-,2.7
10,Dyami Brown,WAS,PHI,WR,-,-,-,-,-,1,15,-,-,-,-,-,2.5
10,Avery Williams,ATL,CAR,RB,-,-,-,25,-,-,-,-,-,-,-,-,2.5
10,Jahan Dotson,WAS,PHI,WR,-,-,-,-,-,1,14,-,-,-,-,-,2.4
10,Dare Ogunbowale,HOU,NYG,RB,-,-,-,-,-,1,13,-,-,-,-,-,2.3
10,Ke'Shawn Vaughn,TB,SEA,RB,-,-,-,2,-,1,11,-,-,-,-,-,2.3
10,Cam Akers,LA,ARI,RB,-,-,-,22,-,-,-,-,-,-,-,-,2.2
10,James Cook,BUF,MIN,RB,-,-,-,22,-,-,-,-,-,-,-,-,2.2
10,Zach Ertz,ARI,LA,TE,-,-,-,-,-,1,12,-,-,-,-,-,2.2
10,Kenneth Gainwell,PHI,WAS,RB,-,-,-,7,-,1,5,-,-,-,-,-,2.2
10,Byron Pringle,CHI,DET,WR,-,-,-,-,-,1,12,-,-,-,-,-,2.2
10,Eric Saubert,DEN,TEN,TE,-,-,-,-,-,1,12,-,-,-,-,-,2.2
10,Rashid Shaheed,NO,PIT,WR,-,-,-,-,-,1,12,-,-,-,-,-,2.2
10,Justin Watson,KC,JAX,WR,-,-,-,-,-,1,12,-,-,-,-,-,2.2
10,Greg Dulcich,DEN,TEN,TE,-,-,-,-,-,1,11,-,-,-,-,-,2.1
10,Brycen Hopkins,LA,ARI,TE,-,-,-,-,-,1,11,-,-,-,-,-,2.1
10,Jack Stoll,PHI,WAS,TE,-,-,-,-,-,1,11,-,-,-,-,-,2.1
10,Matt Breida,NYG,HOU,RB,-,-,-,20,-,-,-,-,-,-,-,-,2
10,Zach Pascal,PHI,WAS,WR,-,-,-,-,-,1,10,-,-,-,-,-,2
10,Chase Edmonds,DEN,TEN,RB,-,-,-,9,-,1,-,-,-,-,-,-,1.9
10,Nyheim Hines,BUF,MIN,RB,-,-,-,-,-,1,9,-,-,-,-,-,1.9
10,KaVontae Turpin,DAL,GB,WR,-,-,-,-,-,1,9,-,-,-,-,-,1.9
10,Dan Arnold,JAX,KC,TE,-,-,-,-,-,1,8,-,-,-,-,-,1.8
10,Cameron Brate,TB,SEA,TE,-,-,-,-,-,1,8,-,-,-,-,-,1.8
10,Chase Claypool,CHI,DET,WR,-,-,-,-,-,1,8,-,-,-,-,-,1.8
10,Dontrell Hilliard,TEN,DEN,RB,-,-,-,2,-,1,6,-,-,-,-,-,1.8
10,Robert Tonyan,GB,DAL,TE,-,-,-,-,-,1,8,-,-,-,-,-,1.8
10,Jordan Wilkins,IND,LV,RB,-,-,-,18,-,-,-,-,-,-,-,-,1.8
10,A.J. Brown,PHI,WAS,WR,-,-,-,-,-,1,7,-,-,-,-,-,1.7
10,Trey McBride,ARI,LA,TE,-,-,-,-,-,1,7,-,-,-,-,-,1.7
10,Colby Parkinson,SEA,TB,TE,-,-,-,-,-,1,7,-,-,-,-,-,1.7
10,Ced Wilson,MIA,CLE,WR,-,-,-,-,-,1,7,-,-,-,-,-,1.7
10,Skyy Moore,KC,JAX,WR,-,-,-,-,-,1,6,-,-,-,-,-,1.6
10,Khalil Shakir,BUF,MIN,WR,-,-,-,-,-,1,6,-,-,-,-,-,1.6
10,Chuba Hubbard,CAR,ATL,RB,-,-,-,14,-,-,-,-,-,-,-,-,1.4
10,James Mitchell,DET,CHI,TE,-,-,-,-,-,1,4,-,-,-,-,-,1.4
10,Gunner Olszewski,PIT,NO,WR,-,-,-,-,-,1,4,-,-,-,-,-,1.4
10,Richard Rodgers,LAC,SF,TE,-,-,-,-,-,1,4,-,-,-,-,-,1.4
10,Noah Brown,DAL,GB,WR,-,-,-,-,-,1,3,-,-,-,-,-,1.3
10,JaMycal Hasty,JAX,KC,RB,-,-,-,4,-,1,-1,-,-,-,-,-,1.3
10,Anthony Schwartz,CLE,MIA,WR,-,-,-,-,-,1,3,-,-,-,-,-,1.3
10,Giovanni Ricci,CAR,ATL,TE,-,-,-,-,-,1,2,-,-,-,-,-,1.2
10,Salvon Ahmed,MIA,CLE,RB,-,-,-,11,-,-,-,-,-,-,-,-,1.1
10,Zander Horvath,LAC,SF,RB,-,-,-,-,-,1,1,-,-,-,-,-,1.1
10,Sean McKeon,DAL,GB,TE,-,-,-,-,-,1,1,-,-,-,-,-,1.1
10,Keke Coutee,IND,LV,WR,-,-,-,-,-,1,20,-,-,-,-,1,1
10,Marcedes Lewis,GB,DAL,TE,-,-,-,-,-,1,-1,-,-,-,-,-,0.9
10,Equanimeous St. Brown,CHI,DET,WR,-,-,-,9,-,-,-,-,-,-,-,-,0.9
10,D'Ernest Johnson,CLE,MIA,RB,-,-,-,-,-,1,-2,-,-,-,-,-,0.8
10,Brandon Powell,LA,ARI,WR,-,-,-,7,-,-,-,-,-,-,-,-,0.7
10,Skylar Thompson,MIA,CLE,QB,17,-,-,-,-,-,-,-,-,-,-,-,0.68
10,Keaontay Ingram,ARI,LA,RB,-,-,-,5,-,-,-,-,-,-,-,-,0.5
10,Boston Scott,PHI,WAS,RB,-,-,-,5,-,-,-,-,-,-,-,-,0.5
10,Derek Watt,PIT,NO,RB,-,-,-,5,-,-,-,-,-,-,-,-,0.5
10,Duke Johnson,BUF,MIN,RB,-,-,-,4,-,-,-,-,-,-,-,-,0.4
10,Zack Moss,IND,LV,RB,-,-,-,4,-,-,-,-,-,-,-,-,0.4
10,Isaiah Spiller,LAC,SF,RB,-,-,-,3,-,-,-,-,-,-,-,-,0.3
10,Bryce Perkins,LA,ARI,QB,-3,-,-,4,-,-,-,-,-,-,-,-,0.28
10,Sony Michel,LAC,SF,RB,-,-,-,2,-,-,-,-,-,-,-,-,0.2
10,Taysom Hill,NO,PIT,TE,-,-,-,1,-,-,-,-,-,-,-,-,0.1
10,Jordan Howard,,,RB,-,-,-,1,-,-,-,-,-,-,-,-,0.1
10,Michael Burton,KC,JAX,RB,-,-,-,-1,-,-,-,-,-,-,-,-,-0.1
10,Zamir White,LV,IND,RB,-,-,-,-1,-,-,-,-,-,-,-,-,-0.1
10,Jody Fortson,KC,JAX,TE,-,-,-,-,-,1,6,-,-,-,-,1,-0.4
10,Amari Rodgers,HOU,NYG,WR,-,-,-,-,-,-,-,-,-,-,-,1,-2
10,Malik Willis,TEN,DEN,QB,-,-,-,-4,-,-,-,-,-,-,-,1,-2.4
