Week,Player,Team,Against,Pos,Yds,TD,Int,Yds,TD,Rec,Yds,TD,TD,FumTD,2PT,Lost,Points
9,Quez Watkins,PHI,HOU,WR,-,-,-,-,-,2,25,-,-,-,-,-,4.5
9,D.J. Moore,CAR,CIN,WR,-,-,-,-,-,2,24,-,-,-,-,-,4.4
9,Foster Moreau,LV,JAX,TE,-,-,-,2,-,2,42,-,-,-,-,1,4.4
9,Christian Watson,GB,DET,WR,-,-,-,-,-,2,24,-,-,-,-,-,4.4
9,Ced Wilson,MIA,CHI,WR,-,-,-,-,-,2,23,-,-,-,-,-,4.3
9,Kendrick Bourne,NE,IND,WR,-,-,-,1,-,3,11,-,-,-,-,-,4.2
9,James Proche,BAL,NO,WR,-,-,-,-,-,2,22,-,-,-,-,-,4.2
9,DeVonta Smith,PHI,HOU,WR,-,-,-,-,-,2,22,-,-,-,-,-,4.2
9,D'Onta Foreman,CAR,CIN,RB,-,-,-,23,-,2,-2,-,-,-,-,-,4.1
9,Isaiah McKenzie,BUF,NYJ,WR,-,-,-,9,-,2,12,-,-,-,-,-,4.1
9,Olamide Zaccheaus,ATL,LAC,WR,-,-,-,-,-,2,19,-,-,-,-,-,3.9
9,Eno Benjamin,HOU,PHI,RB,-,-,-,12,-,1,15,-,-,-,-,-,3.7
9,Chase Claypool,CHI,MIA,WR,-,-,-,4,-,2,13,-,-,-,-,-,3.7
9,Mack Hollins,LV,JAX,WR,-,-,-,-,-,2,17,-,-,-,-,-,3.7
9,Parris Campbell,IND,NE,WR,-,-,-,1,-,2,15,-,-,-,-,-,3.6
9,Trenton Irwin,CIN,CAR,WR,-,-,-,11,-,1,14,-,-,-,-,-,3.5
9,Caleb Huntley,ATL,LAC,RB,-,-,-,34,-,-,-,-,-,-,-,-,3.4
9,Mo Alie-Cox,IND,NE,TE,-,-,-,-,-,2,13,-,-,-,-,-,3.3
9,Drake London,ATL,LAC,WR,-,-,-,-,-,3,23,-,-,-,-,1,3.3
9,Alec Pierce,IND,NE,WR,-,-,-,-,-,1,23,-,-,-,-,-,3.3
9,Kadarius Toney,KC,TEN,WR,-,-,-,-,-,2,12,-,-,-,-,-,3.2
9,Shi Smith,CAR,CIN,WR,-,-,-,-,-,1,20,-,-,-,-,-,3
9,Dan Arnold,JAX,LV,TE,-,-,-,-,-,1,19,-,-,-,-,-,2.9
9,Malcolm Brown,LA,TB,RB,-,-,-,9,-,1,10,-,-,-,-,-,2.9
9,Clyde Edwards-Helaire,KC,TEN,RB,-,-,-,5,-,1,14,-,-,-,-,-,2.9
9,Justice Hill,BAL,NO,RB,-,-,-,11,-,1,8,-,-,-,-,-,2.9
9,KhaDarel Hodge,ATL,LAC,WR,-,-,-,-,-,1,19,-,-,-,-,-,2.9
9,Marcedes Lewis,GB,DET,TE,-,-,-,-,-,1,19,-,-,-,-,-,2.9
9,Josh Oliver,BAL,NO,TE,-,-,-,-,-,1,19,-,-,-,-,-,2.9
9,Isaiah Spiller,LAC,ATL,RB,-,-,-,29,-,-,-,-,-,-,-,-,2.9
9,Romeo Doubs,GB,DET,WR,-,-,-,-,-,1,18,-,-,-,-,-,2.8
9,Justin Jackson,DET,GB,RB,-,-,-,27,-,-,-,-,-,-,-,-,2.7
9,J.J. Taylor,NE,IND,RB,-,-,-,9,-,1,8,-,-,-,-,-,2.7
9,DeSean Jackson,BAL,NO,WR,-,-,-,-,-,1,16,-,-,-,-,-,2.6
9,Tom Kennedy,DET,GB,WR,-,-,-,-,-,1,16,-,-,-,-,-,2.6
9,Colby Parkinson,SEA,ARI,TE,-,-,-,-,-,2,6,-,-,-,-,-,2.6
9,Rex Burkhead,HOU,PHI,RB,-,-,-,9,-,1,6,-,-,-,-,-,2.5
9,Luke Farrell,JAX,LV,TE,-,-,-,-,-,1,15,-,-,-,-,-,2.5
9,O.J. Howard,HOU,PHI,TE,-,-,-,-,-,1,14,-,-,-,-,-,2.4
9,Armani Rogers,WAS,MIN,QB,-,-,-,24,-,-,-,-,-,-,-,-,2.4
9,Dwayne Washington,NO,BAL,RB,-,-,-,7,-,1,7,-,-,-,-,-,2.4
9,Khalil Herbert,CHI,MIA,RB,-,-,-,23,-,-,-,-,-,-,-,-,2.3
9,Jack Stoll,PHI,HOU,TE,-,-,-,-,-,1,13,-,-,-,-,-,2.3
9,Denzel Mims,NYJ,BUF,WR,-,-,-,-,-,1,12,-,-,-,-,-,2.2
9,Dante Pettis,CHI,MIA,WR,-,-,-,-,-,1,12,-,-,-,-,-,2.2
9,Demarcus Robinson,BAL,NO,WR,-,-,-,-,-,1,12,-,-,-,-,-,2.2
9,Cam Sims,WAS,MIN,WR,-,-,-,-,-,1,12,-,-,-,-,-,2.2
9,Marquez Valdes-Scantling,KC,TEN,WR,-,-,-,-,-,1,12,-,-,-,-,-,2.2
9,JaMycal Hasty,JAX,LV,RB,-,-,-,6,-,1,5,-,-,-,-,-,2.1
9,Trevon Wesco,CHI,MIA,TE,-,-,-,-,-,-,-,-,-,-,1,-,2
9,Kevin White,NO,BAL,WR,-,-,-,-,-,1,10,-,-,-,-,-,2
9,Michael Burton,KC,TEN,RB,-,-,-,-,-,1,9,-,-,-,-,-,1.9
9,Isiah Pacheco,KC,TEN,RB,-,-,-,5,-,1,4,-,-,-,-,-,1.9
9,Sammy Watkins,GB,DET,WR,-,-,-,-,-,1,9,-,-,-,-,-,1.9
9,Ameer Abdullah,LV,JAX,RB,-,-,-,-,-,1,8,-,-,-,-,-,1.8
9,Evan Engram,JAX,LV,TE,-,-,-,-,-,1,8,-,-,-,-,-,1.8
9,Dontrell Hilliard,TEN,KC,RB,-,-,-,12,-,1,-4,-,-,-,-,-,1.8
9,Tyron Johnson,CIN,CAR,WR,-,-,-,-,-,1,8,-,-,-,-,-,1.8
9,Zach Pascal,PHI,HOU,WR,-,-,-,-,-,1,8,-,-,-,-,-,1.8
9,Giovanni Ricci,CAR,CIN,TE,-,-,-,-,-,1,8,-,-,-,-,-,1.8
9,Adam Trautman,NO,BAL,TE,-,-,-,-,-,1,8,-,-,-,-,-,1.8
9,Jalen Camp,HOU,PHI,WR,-,-,-,-,-,1,7,-,-,-,-,-,1.7
9,Tyler Conklin,NYJ,BUF,TE,-,-,-,-,-,1,7,-,-,-,-,-,1.7
9,Mike Davis,BAL,NO,RB,-,-,-,-,-,1,7,-,-,-,-,-,1.7
9,Hassan Haskins,TEN,KC,RB,-,-,-,5,-,1,2,-,-,-,-,-,1.7
9,Ty Johnson,NYJ,BUF,RB,-,-,-,17,-,-,-,-,-,-,-,-,1.7
9,Chris Manhertz,JAX,LV,TE,-,-,-,-,-,1,7,-,-,-,-,-,1.7
9,Braxton Berrios,NYJ,BUF,WR,-,-,-,-,-,1,6,-,-,-,-,-,1.6
9,N'Keal Harry,CHI,MIA,WR,-,-,-,-,-,1,6,-,-,-,-,-,1.6
9,Ko Kieft,TB,LA,TE,-,-,-,-,-,1,6,-,-,-,-,-,1.6
9,Patrick Ricard,BAL,NO,RB,-,-,-,2,-,1,4,-,-,-,-,-,1.6
9,Jeff Smith,NYJ,BUF,WR,-,-,-,-,-,1,6,-,-,-,-,-,1.6
9,John Bates,WAS,MIN,TE,-,-,-,-,-,1,5,-,-,-,-,-,1.5
9,Devin Duvernay,BAL,NO,WR,-,-,-,-,-,1,5,-,-,-,-,-,1.5
9,Brevin Jordan,HOU,PHI,TE,-,-,-,-,-,1,5,-,-,-,-,-,1.5
9,Tyquan Thornton,NE,IND,WR,-,-,-,-,-,1,5,-,-,-,-,-,1.5
9,Brandon Powell,LA,TB,WR,-,-,-,-,-,1,4,-,-,-,-,-,1.4
9,Greg Dortch,ARI,SEA,WR,-,-,-,3,-,1,-,-,-,-,-,-,1.3
9,Mike Gesicki,MIA,CHI,TE,-,-,-,-,-,1,3,-,-,-,-,-,1.3
9,Sony Michel,LAC,ATL,RB,-,-,-,12,-,-,-,-,-,-,-,-,1.2
9,Avery Williams,ATL,LAC,RB,-,-,-,-,-,1,2,-,-,-,-,-,1.2
9,Jelani Woods,IND,NE,TE,-,-,-,-,-,1,2,-,-,-,-,-,1.2
9,Taysom Hill,NO,BAL,TE,13,-,-,6,-,-,-,-,-,-,-,-,1.12
9,Alexander Mattison,MIN,WAS,RB,-,-,-,1,-,1,-,-,-,-,-,-,1.1
9,Johnny Mundt,MIN,WAS,TE,-,-,-,-,-,1,1,-,-,-,-,-,1.1
9,Breshad Perriman,TB,LA,WR,-,-,-,-,-,1,1,-,-,-,-,-,1.1
9,Brandon Allen,CIN,CAR,QB,22,-,-,-1,-,-,-,-,-,-,-,-,0.78
9,Kylin Hill,,,RB,-,-,-,7,-,-,-,-,-,-,-,-,0.7
9,Robbie Anderson,ARI,SEA,WR,-,-,-,-,-,1,-4,-,-,-,-,-,0.6
9,Laviska Shenault Jr.,CAR,CIN,WR,-,-,-,6,-,-,-,-,-,-,-,-,0.6
9,Brandon Bolden,LV,JAX,RB,-,-,-,5,-,-,-,-,-,-,-,-,0.5
9,Boston Scott,PHI,HOU,RB,-,-,-,5,-,-,-,-,-,-,-,-,0.5
9,DeeJay Dallas,SEA,ARI,RB,-,-,-,4,-,-,-,-,-,-,-,-,0.4
9,Ke'Shawn Vaughn,TB,LA,RB,-,-,-,4,-,-,-,-,-,-,-,-,0.4
9,Cam Akers,LA,TB,RB,-,-,-,3,-,-,-,-,-,-,-,-,0.3
9,Keaontay Ingram,ARI,SEA,RB,-,-,-,2,-,-,-,-,-,-,-,-,0.2
9,Phillip Lindsay,,,RB,-,-,-,2,-,-,-,-,-,-,-,-,0.2
9,Zamir White,LV,JAX,RB,-,-,-,-1,-,-,-,-,-,-,-,-,-0.1
9,Nick Mullens,MIN,WAS,QB,-3,-,-,-,-,-,-,-,-,-,-,-,-0.12
9,P.J. Walker,CAR,CIN,QB,9,-,2,6,-,-,-,-,-,-,-,-,-3.04
