Week,Player,Team,Against,Pos,Yds,TD,Int,Yds,TD,Rec,Yds,TD,TD,FumTD,2PT,Lost,Points
4,Carson Wentz,WAS,DAL,QB,170,1,2,5,-,-,-,-,-,-,-,-,7.3
4,Matthew Stafford,LA,SF,QB,254,-,1,6,-,-,-,-,-,-,-,1,6.76
4,Bailey Zappe,NE,GB,QB,99,1,-,-,-,-,-,-,-,-,-,1,5.96
4,Baker Mayfield,CAR,ARI,QB,197,1,2,-,-,-,-,-,-,-,-,1,5.88
4,Trevor Lawrence,JAX,PHI,QB,174,2,1,7,-,-,-,-,-,-,-,4,5.66
4,Marcus Mariota,ATL,CLE,QB,139,-,1,3,-,-,-,-,-,-,-,-,3.86
4,Tua Tagovailoa,MIA,CIN,QB,110,-,1,-,-,-,-,-,-,-,-,-,2.4
4,Brian Hoyer,NE,GB,QB,37,-,-,-,-,-,-,-,-,-,-,-,1.48
4,Mitchell Trubisky,PIT,NYJ,QB,84,-,1,1,-,-,-,-,-,-,-,-,1.46
4,Tyrod Taylor,NYG,CHI,QB,11,-,1,30,-,-,-,-,-,-,-,-,1.44
4,Austin Ekeler,LAC,HOU,RB,-,-,-,60,2,6,49,1,-,-,-,-,34.9
4,Josh Jacobs,LV,DEN,RB,-,-,-,144,2,5,31,-,-,-,-,-,34.5
4,Miles Sanders,PHI,JAX,RB,-,-,-,134,2,2,22,-,-,-,-,-,29.6
4,Rashaad Penny,SEA,DET,RB,-,-,-,151,2,1,6,-,-,-,-,-,28.7
4,Dameon Pierce,HOU,LAC,RB,-,-,-,131,1,6,8,-,-,-,-,-,25.9
4,Christian McCaffrey,CAR,ARI,RB,-,-,-,27,-,9,81,1,-,-,-,-,25.8
4,Jamaal Williams,DET,SEA,RB,-,-,-,108,2,1,1,-,-,-,-,-,23.9
4,Derrick Henry,TEN,IND,RB,-,-,-,114,1,3,33,-,-,-,-,-,23.7
4,Clyde Edwards-Helaire,KC,TB,RB,-,-,-,92,1,1,2,1,-,-,-,-,22.4
4,J.K. Dobbins,BAL,BUF,RB,-,-,-,41,1,4,22,1,-,-,-,-,22.3
4,Nick Chubb,CLE,ATL,RB,-,-,-,118,1,2,9,-,-,-,-,-,20.7
4,Leonard Fournette,TB,KC,RB,-,-,-,-3,-,7,57,1,-,-,-,-,18.4
4,Saquon Barkley,NYG,CHI,RB,-,-,-,146,-,2,16,-,-,-,-,-,18.2
4,Joe Mixon,CIN,MIA,RB,-,-,-,61,1,4,13,-,-,-,-,-,17.4
4,Breece Hall,NYJ,PIT,RB,-,-,-,66,1,2,12,-,-,-,-,-,15.8
4,Damien Harris,NE,GB,RB,-,-,-,86,1,1,-2,-,-,-,-,-,15.4
4,Rex Burkhead,HOU,LAC,RB,-,-,-,-,-,5,39,1,-,-,-,-,14.9
4,Rachaad White,TB,KC,RB,-,-,-,6,1,5,50,-,-,-,-,1,14.6
4,Aaron Jones,GB,NE,RB,-,-,-,110,-,3,5,-,-,-,-,-,14.5
4,Latavius Murray,DEN,LV,RB,-,-,-,57,1,1,8,-,-,-,-,-,13.5
4,Jeff Wilson,SF,LA,RB,-,-,-,74,1,-,-,-,-,-,-,-,13.4
4,Rhamondre Stevenson,NE,GB,RB,-,-,-,66,-,4,23,-,-,-,-,-,12.9
4,Caleb Huntley,ATL,CLE,RB,-,-,-,56,1,-,-,-,-,-,-,-,11.6
4,Devin Singletary,BUF,BAL,RB,-,-,-,49,-,4,47,-,-,-,-,1,11.6
4,Tyler Allgeier,ATL,CLE,RB,-,-,-,84,-,1,20,-,-,-,-,-,11.4
4,Khalil Herbert,CHI,NYG,RB,-,-,-,77,-,1,24,-,-,-,-,-,11.1
4,James Conner,ARI,CAR,RB,-,-,-,55,-,3,22,-,-,-,-,-,10.7
4,Dalvin Cook,MIN,NO,RB,-,-,-,76,-,2,10,-,-,-,-,-,10.6
4,Ezekiel Elliott,DAL,WAS,RB,-,-,-,49,-,2,32,-,-,-,-,-,10.1
4,Raheem Mostert,MIA,CIN,RB,-,-,-,69,-,2,12,-,-,-,-,-,10.1
4,Chase Edmonds,MIA,CIN,RB,-,-,-,6,-,2,14,1,-,-,-,-,10
4,Cordarrelle Patterson,ATL,CLE,RB,-,-,-,38,1,-,-,-,-,-,-,-,9.8
4,AJ Dillon,GB,NE,RB,-,-,-,73,-,1,11,-,-,-,-,-,9.4
4,Antonio Gibson,WAS,DAL,RB,-,-,-,49,-,3,14,-,-,-,-,-,9.3
4,Kareem Hunt,CLE,ATL,RB,-,-,-,49,-,2,19,-,-,-,-,-,8.8
4,Alexander Mattison,MIN,NO,RB,-,-,-,3,-,1,15,1,-,-,-,-,8.8
4,Kenneth Gainwell,PHI,JAX,RB,-,-,-,19,1,1,-2,-,-,-,-,-,8.7
4,Justin Jackson,DET,SEA,RB,-,-,-,3,-,2,4,1,-,-,-,-,8.7
4,J.D. McKissic,WAS,DAL,RB,-,-,-,40,-,3,16,-,-,-,-,-,8.6
4,Justice Hill,BAL,BUF,RB,-,-,-,45,-,2,12,-,-,-,-,-,7.7
4,Najee Harris,PIT,NYJ,RB,-,-,-,74,-,-,-,-,-,-,-,-,7.4
4,Mark Ingram,NO,MIN,RB,-,-,-,30,-,3,13,-,-,-,-,-,7.3
4,Darrell Henderson,LA,SF,RB,-,-,-,27,-,3,12,-,-,-,-,-,6.9
4,Isiah Pacheco,KC,TB,RB,-,-,-,63,-,-,-,-,-,-,-,-,6.3
4,Dontrell Hilliard,TEN,IND,RB,-,-,-,-,-,4,18,-,-,-,-,-,5.8
4,Sony Michel,LAC,HOU,RB,-,-,-,11,-,3,16,-,-,-,-,-,5.7
4,Eno Benjamin,ARI,CAR,RB,-,-,-,36,-,1,9,-,-,-,-,-,5.5
4,Kyle Juszczyk,SF,LA,RB,-,-,-,9,-,1,35,-,-,-,-,-,5.4
4,Craig Reynolds,DET,SEA,RB,-,-,-,30,-,1,12,-,-,-,-,-,5.2
4,Patrick Ricard,BAL,BUF,RB,-,-,-,3,-,3,17,-,-,-,-,-,5
4,Michael Carter,NYJ,PIT,RB,-,-,-,15,-,2,14,-,-,-,-,-,4.9
4,Jonathan Williams,WAS,DAL,RB,-,-,-,48,-,-,-,-,-,-,-,-,4.8
4,JaMycal Hasty,JAX,PHI,RB,-,-,-,-,-,2,22,-,-,-,-,-,4.2
4,Mike Boone,DEN,LV,RB,-,-,-,20,-,1,9,-,-,-,-,-,3.9
4,Javonte Williams,DEN,LV,RB,-,-,-,28,-,1,-1,-,-,-,-,-,3.7
4,Kenneth Walker III,SEA,DET,RB,-,-,-,29,-,1,-5,-,-,-,-,-,3.4
4,Jonathan Taylor,IND,TEN,RB,-,-,-,42,-,1,1,-,-,-,-,1,3.3
4,Travis Etienne,JAX,PHI,RB,-,-,-,32,-,-,-,-,-,-,-,-,3.2
4,Jaylen Warren,PIT,NYJ,RB,-,-,-,18,-,1,4,-,-,-,-,-,3.2
4,James Robinson,JAX,PHI,RB,-,-,-,29,-,-,-,-,-,-,-,-,2.9
4,Trestan Ebner,CHI,NYG,RB,-,-,-,20,-,2,8,-,-,-,-,1,2.8
4,Zamir White,LV,DEN,RB,-,-,-,24,-,-,-,-,-,-,-,-,2.4
4,Nyheim Hines,IND,TEN,RB,-,-,-,-,-,2,3,-,-,-,-,-,2.3
4,Trey Sermon,PHI,JAX,RB,-,-,-,19,-,-,-,-,-,-,-,-,1.9
4,Darrel Williams,ARI,CAR,RB,-,-,-,19,-,-,-,-,-,-,-,-,1.9
4,Matt Breida,NYG,CHI,RB,-,-,-,18,-,-,-,-,-,-,-,-,1.8
4,Tony Pollard,DAL,WAS,RB,-,-,-,6,-,1,2,-,-,-,-,-,1.8
4,Joshua Kelley,LAC,HOU,RB,-,-,-,15,-,-,-,-,-,-,-,-,1.5
4,Cam Akers,LA,SF,RB,-,-,-,13,-,-,-,-,-,-,-,-,1.3
4,Jerick McKinnon,KC,TB,RB,-,-,-,-1,-,1,1,-,-,-,-,-,1
4,Brandon Bolden,LV,DEN,RB,-,-,-,-,-,1,-1,-,-,-,-,-,0.9
4,Zack Moss,BUF,BAL,RB,-,-,-,6,-,-,-,-,-,-,-,-,0.6
4,D'Onta Foreman,CAR,ARI,RB,-,-,-,2,-,-,-,-,-,-,-,-,0.2
4,Melvin Gordon,DEN,LV,RB,-,-,-,8,-,-,-,-,-,-,-,1,-1.2
4,Justin Jefferson,MIN,NO,WR,-,-,-,3,1,10,147,-,-,-,-,-,31
4,Mike Evans,TB,KC,WR,-,-,-,-,-,8,103,2,-,-,-,-,30.3
4,Cooper Kupp,LA,SF,WR,-,-,-,-,-,14,122,-,-,-,-,-,26.2
4,Tyreek Hill,MIA,CIN,WR,-,-,-,-1,-,10,160,-,-,-,-,-,25.9
4,Tee Higgins,CIN,MIA,WR,-,-,-,-,-,7,124,1,-,-,-,-,25.4
4,Deebo Samuel,SF,LA,WR,-,-,-,2,-,6,115,1,-,-,-,-,23.7
4,DK Metcalf,SEA,DET,WR,-,-,-,-,-,7,149,-,-,-,-,-,21.9
4,CeeDee Lamb,DAL,WAS,WR,-,-,-,-,-,6,97,1,-,-,-,-,21.7
4,Josh Reynolds,DET,SEA,WR,-,-,-,-,-,7,81,1,-,-,-,-,21.1
4,Jamal Agnew,JAX,PHI,WR,-,-,-,-,-,4,50,2,-,-,-,-,21
4,Marquise Brown,ARI,CAR,WR,-,-,-,-,-,6,88,1,-,-,-,-,20.8
4,Davante Adams,LV,DEN,WR,-,-,-,4,-,9,101,-,-,-,-,-,19.5
4,Mike Williams,LAC,HOU,WR,-,-,-,-,-,7,120,-,-,-,-,-,19
4,Brandin Cooks,HOU,LAC,WR,-,-,-,-,-,7,57,1,-,-,-,-,18.7
4,Corey Davis,NYJ,PIT,WR,-,-,-,-,-,5,74,1,-,-,-,-,18.4
4,Allen Lazard,GB,NE,WR,-,-,-,-,-,6,116,-,-,-,-,-,17.6
4,Chris Olave,NO,MIN,WR,-,-,-,-,-,4,67,1,-,-,-,-,16.7
4,George Pickens,PIT,NYJ,WR,-,-,-,-,-,6,102,-,-,-,-,-,16.2
4,Courtland Sutton,DEN,LV,WR,-,-,-,-,-,5,52,1,-,-,-,-,16.2
4,Jerry Jeudy,DEN,LV,WR,-,-,-,-,-,4,53,1,-,-,-,-,15.3
4,Adam Thielen,MIN,NO,WR,-,-,-,-,-,8,72,-,-,-,-,-,15.2
4,A.J. Brown,PHI,JAX,WR,-,-,-,-,-,5,95,-,-,-,-,-,14.5
4,Romeo Doubs,GB,NE,WR,-,-,-,-,-,5,47,1,-,-,-,1,13.7
4,Darnell Mooney,CHI,NYG,WR,-,-,-,-,-,4,94,-,-,-,-,-,13.4
4,Jahan Dotson,WAS,DAL,WR,-,-,-,-,-,3,43,1,-,-,-,-,13.3
4,Tyler Lockett,SEA,DET,WR,-,-,-,-,-,6,91,-,-,-,-,1,13.1
4,Robert Woods,TEN,IND,WR,-,-,-,-,-,4,30,1,-,-,-,-,13
4,Chris Godwin,TB,KC,WR,-,-,-,-,-,7,59,-,-,-,-,-,12.9
4,Ja'Marr Chase,CIN,MIA,WR,-,-,-,-,-,4,81,-,-,-,-,-,12.1
4,Isaiah McKenzie,BUF,BAL,WR,-,-,-,-,-,4,21,1,-,-,-,-,12.1
4,D.J. Moore,CAR,ARI,WR,-,-,-,11,-,6,50,-,-,-,-,-,12.1
4,Donovan Peoples-Jones,CLE,ATL,WR,-,-,-,-,-,5,71,-,-,-,-,-,12.1
4,Alec Pierce,IND,TEN,WR,-,-,-,-,-,4,80,-,-,-,-,-,12
4,Nico Collins,HOU,LAC,WR,-,-,-,-,-,3,82,-,-,-,-,-,11.2
4,Michael Gallup,DAL,WAS,WR,-,-,-,-,-,2,24,1,-,-,-,-,10.4
4,DeVante Parker,NE,GB,WR,-,-,-,-,-,2,24,1,-,-,-,-,10.4
4,Stefon Diggs,BUF,BAL,WR,-,-,-,-,-,4,62,-,-,-,-,-,10.2
4,JuJu Smith-Schuster,KC,TB,WR,-,-,-,-,-,5,46,-,-,-,-,-,9.6
4,Trent Sherfield,MIA,CIN,WR,-,-,-,-,-,4,55,-,-,-,-,-,9.5
4,Marquez Valdes-Scantling,KC,TB,WR,-,-,-,-,-,3,63,-,-,-,-,-,9.3
4,Christian Watson,GB,NE,WR,-,-,-,15,1,1,8,-,-,-,-,-,9.3
4,Noah Brown,DAL,WAS,WR,-,-,-,-,-,3,61,-,-,-,-,-,9.1
4,Devin Duvernay,BAL,BUF,WR,-,-,-,-,-,4,51,-,-,-,-,-,9.1
4,Elijah Moore,NYJ,PIT,WR,-,-,-,2,-,3,53,-,-,-,-,-,8.5
4,Tom Kennedy,DET,SEA,WR,-,-,-,-,-,3,54,-,-,-,-,-,8.4
4,Marquez Callaway,NO,MIN,WR,-,-,-,-,-,3,53,-,-,-,-,-,8.3
4,Parris Campbell,IND,TEN,WR,-,-,-,-,-,4,43,-,-,-,-,-,8.3
4,Christian Kirk,JAX,PHI,WR,-,-,-,3,-,2,60,-,-,-,-,-,8.3
4,Curtis Samuel,WAS,DAL,WR,-,-,-,-,-,4,38,-,-,-,-,-,7.8
4,Brandon Aiyuk,SF,LA,WR,-,-,-,-,-,4,37,-,-,-,-,-,7.7
4,Tyler Boyd,CIN,MIA,WR,23,-,-,-,-,2,47,-,-,-,-,-,7.62
4,Nelson Agholor,NE,GB,WR,-,-,-,-,-,3,46,-,-,-,-,-,7.6
4,Olamide Zaccheaus,ATL,CLE,WR,-,-,-,-,-,2,55,-,-,-,-,-,7.5
4,Randall Cobb,GB,NE,WR,-,-,-,-,-,3,42,-,-,-,-,-,7.2
4,Michael Bandy,LAC,HOU,WR,-,-,-,-,-,2,49,-,-,-,-,-,6.9
4,KJ Hamler,DEN,LV,WR,-,-,-,-,-,1,55,-,-,-,-,-,6.5
4,Mack Hollins,LV,DEN,WR,-,-,-,-,-,3,33,-,-,-,-,-,6.3
4,Michael Pittman,IND,TEN,WR,-,-,-,-,-,3,31,-,-,-,-,-,6.1
4,Garrett Wilson,NYJ,PIT,WR,-,-,-,-,-,2,41,-,-,-,-,-,6.1
4,Kendall Hinton,DEN,LV,WR,-,-,-,-,-,2,39,-,-,-,-,-,5.9
4,Jaylen Waddle,MIA,CIN,WR,-,-,-,-,-,2,39,-,-,-,-,-,5.9
4,Kendrick Bourne,NE,GB,WR,-,-,-,15,-,2,23,-,-,-,-,-,5.8
4,Braxton Berrios,NYJ,PIT,WR,2,1,-,-,-,1,6,-,-,-,-,-,5.68
4,Robbie Anderson,CAR,ARI,WR,-,-,-,-,-,3,26,-,-,-,-,-,5.6
4,David Bell,CLE,ATL,WR,-,-,-,-,-,2,35,-,-,-,-,-,5.5
4,Ben Skowronek,LA,SF,WR,-,-,-,-,-,2,33,-,-,-,-,-,5.3
4,Skyy Moore,KC,TB,WR,-,-,-,-,-,2,31,-,-,-,-,-,5.1
4,Kalif Raymond,DET,SEA,WR,-,-,-,3,-,3,38,-,-,-,-,1,5.1
4,Rashod Bateman,BAL,BUF,WR,-,-,-,-,-,3,17,-,-,-,-,-,4.7
4,Jarvis Landry,NO,MIN,WR,-,-,-,-,-,2,7,-,-,-,1,-,4.7
4,DeVonta Smith,PHI,JAX,WR,-,-,-,-,-,3,17,-,-,-,-,-,4.7
4,Russell Gage,TB,KC,WR,-,-,-,-,-,2,24,-,-,-,-,-,4.4
4,Khalil Shakir,BUF,BAL,WR,-,-,-,-,-,2,23,-,-,-,-,-,4.3
4,Jauan Jennings,SF,LA,WR,-,-,-,-,-,2,22,-,-,-,-,-,4.2
4,Diontae Johnson,PIT,NYJ,WR,-,-,-,11,-,2,11,-,-,-,-,-,4.2
4,Treylon Burks,TEN,IND,WR,-,-,-,4,-,2,14,-,-,-,-,-,3.8
4,Ashton Dulin,IND,TEN,WR,-,-,-,-,-,2,18,-,-,-,-,-,3.8
4,Drake London,ATL,CLE,WR,-,-,-,-,-,2,17,-,-,-,-,-,3.7
4,Rondale Moore,ARI,CAR,WR,-,-,-,-4,-,3,11,-,-,-,-,-,3.7
4,Quintez Cephus,DET,SEA,WR,-,-,-,-,-,2,15,-,-,-,-,-,3.5
4,Terry McLaurin,WAS,DAL,WR,-,-,-,-,-,2,15,-,-,-,-,-,3.5
4,Josh Palmer,LAC,HOU,WR,-,-,-,-,-,1,25,-,-,-,-,-,3.5
4,Demarcus Robinson,BAL,BUF,WR,-,-,-,-,-,2,10,-,-,-,-,-,3
4,Tre'Quan Smith,NO,MIN,WR,-,-,-,-,-,1,18,-,-,-,-,-,2.8
4,Allen Robinson,LA,SF,WR,-,-,-,-,-,2,7,-,-,-,-,-,2.7
4,D'Wayne Eskridge,SEA,DET,WR,-,-,-,6,-,1,10,-,-,-,-,-,2.6
4,Gabe Davis,BUF,BAL,WR,-,-,-,-,-,1,13,-,-,-,-,-,2.3
4,Jalen Nailor,MIN,NO,WR,-,-,-,-,-,1,13,-,-,-,-,-,2.3
4,Darius Slayton,NYG,CHI,WR,-,-,-,-,-,1,11,-,-,-,-,-,2.1
4,Amari Cooper,CLE,ATL,WR,-,-,-,-,-,1,9,-,-,-,-,-,1.9
4,Lil'Jordan Humphrey,NE,GB,WR,-,-,-,-,-,1,9,-,-,-,-,-,1.9
4,Jamison Crowder,BUF,BAL,WR,-,-,-,-,-,1,7,-,-,-,-,-,1.7
4,Julio Jones,TB,KC,WR,-,-,-,-,-,1,7,-,-,-,-,-,1.7
4,Dyami Brown,WAS,DAL,WR,-,-,-,-,-,1,6,-,-,-,-,-,1.6
4,DeAndre Carter,LAC,HOU,WR,-,-,-,-,-,2,16,-,-,-,-,1,1.6
4,Greg Dortch,ARI,CAR,WR,-,-,-,-,-,1,6,-,-,-,-,-,1.6
4,Ray-Ray McCloud,SF,LA,WR,-,-,-,-,-,1,6,-,-,-,-,-,1.6
4,Cole Beasley,,,WR,-,-,-,-,-,1,5,-,-,-,-,-,1.5
4,K.J. Osborn,MIN,NO,WR,-,-,-,-1,-,1,6,-,-,-,-,-,1.5
4,David Sills,NYG,CHI,WR,-,-,-,-,-,1,5,-,-,-,-,-,1.5
4,Mecole Hardman,KC,TB,WR,-,-,-,-,-,1,4,-,-,-,-,-,1.4
4,Montrell Washington,DEN,LV,WR,-,-,-,-,-,1,4,-,-,-,-,-,1.4
4,Brandon Powell,LA,SF,WR,-,-,-,11,-,-,-,-,-,-,-,-,1.1
4,Equanimeous St. Brown,CHI,NYG,WR,-,-,-,-,-,-,9,-,-,-,-,-,0.9
4,Richie James,NYG,CHI,WR,-,-,-,-,-,1,9,-,-,-,-,1,-0.1
4,Deonte Harty,NO,MIN,WR,-,-,-,-,-,-,-,-,-,-,-,1,-2
4,Velus Jones Jr.,CHI,NYG,WR,-,-,-,-,-,-,-,-,-,-,-,1,-2
4,T.J. Hockenson,DET,SEA,TE,-,-,-,-,-,8,179,2,-,-,1,-,39.9
4,Mo Alie-Cox,IND,TEN,TE,-,-,-,-,-,6,85,2,-,-,-,-,26.5
4,Travis Kelce,KC,TB,TE,-,-,-,-,-,9,92,1,-,-,-,-,24.2
4,Tyler Higbee,LA,SF,TE,-,-,-,-,-,10,73,-,-,-,-,-,17.3
4,Gerald Everett,LAC,HOU,TE,-,-,-,-,-,5,61,1,-,-,-,-,17.1
4,Zach Ertz,ARI,CAR,TE,-,-,-,-,-,6,47,1,-,-,-,-,16.7
4,Pat Freiermuth,PIT,NYJ,TE,-,-,-,-,-,7,85,-,-,-,-,-,15.5
4,Will Dissly,SEA,DET,TE,-,-,-,-,-,4,39,1,-,-,-,-,13.9
4,Chigoziem Okonkwo,TEN,IND,TE,-,-,-,-,-,3,38,1,-,-,-,-,12.8
4,Dallas Goedert,PHI,JAX,TE,-,-,-,-,-,5,72,-,-,-,-,-,12.2
4,Hayden Hurst,CIN,MIA,TE,-,-,-,-,-,3,27,1,-,-,-,-,11.7
4,Kylen Granson,IND,TEN,TE,-,-,-,-,-,4,62,-,-,-,-,-,10.2
4,Robert Tonyan,GB,NE,TE,-,-,-,-,-,2,22,1,-,-,-,-,10.2
4,David Njoku,CLE,ATL,TE,-,-,-,-6,-,5,73,-,-,-,-,1,9.7
4,Tyler Conklin,NYJ,PIT,TE,-,-,-,-,-,3,52,-,-,-,-,-,8.2
4,Taysom Hill,NO,MIN,TE,-,-,-,21,1,-,-,-,-,-,-,-,8.1
4,Jody Fortson,KC,TB,TE,-,-,-,-,-,1,10,1,-,-,-,-,8
4,Cameron Brate,TB,KC,TE,-,-,-,-,-,4,32,-,-,-,-,-,7.2
4,Noah Fant,SEA,DET,TE,-,-,-,-,-,1,2,1,-,-,-,-,7.2
4,Dawson Knox,BUF,BAL,TE,-,-,-,-,-,3,40,-,-,-,-,-,7
4,Logan Thomas,WAS,DAL,TE,-,-,-,-,-,5,19,-,-,-,-,-,6.9
4,Adam Trautman,NO,MIN,TE,-,-,-,-,-,3,37,-,-,-,-,-,6.7
4,Tommy Tremble,CAR,ARI,TE,-,-,-,-,-,3,34,-,-,-,-,-,6.4
4,Juwan Johnson,NO,MIN,TE,-,-,-,-,-,3,33,-,-,-,-,-,6.3
4,Noah Gray,KC,TB,TE,-,-,-,1,1,-,-,-,-,-,-,-,6.1
4,John Bates,WAS,DAL,TE,-,-,-,-,-,4,19,-,-,-,-,-,5.9
4,Cade Otton,TB,KC,TE,-,-,-,-,-,3,29,-,-,-,-,-,5.9
4,Harrison Bryant,CLE,ATL,TE,-,-,-,-,-,4,18,-,-,-,-,-,5.8
4,Trey McBride,ARI,CAR,TE,-,-,-,-,-,3,24,-,-,-,-,-,5.4
4,Darren Waller,LV,DEN,TE,-,-,-,-,-,3,24,-,-,-,-,-,5.4
4,Jordan Akins,HOU,LAC,TE,-,-,-,-,-,2,33,-,-,-,-,-,5.3
4,Daniel Bellinger,NYG,CHI,TE,-,-,-,-,-,3,23,-,-,-,-,-,5.3
4,Irv Smith,MIN,NO,TE,-,-,-,-,-,3,23,-,-,-,-,-,5.3
4,Colby Parkinson,SEA,DET,TE,-,-,-,-,-,2,28,-,-,-,-,-,4.8
4,O.J. Howard,HOU,LAC,TE,-,-,-,-,-,2,27,-,-,-,-,-,4.7
4,Cole Kmet,CHI,NYG,TE,-,-,-,-,-,3,16,-,-,-,-,-,4.6
4,George Kittle,SF,LA,TE,-,-,-,-,-,2,24,-,-,-,-,-,4.4
4,Mike Gesicki,MIA,CIN,TE,-,-,-,-,-,2,23,-,-,-,-,-,4.3
4,Jelani Woods,IND,TEN,TE,-,-,-,-,-,1,33,-,-,-,-,-,4.3
4,Dan Arnold,JAX,PHI,TE,-,-,-,-,-,1,26,-,-,-,-,-,3.6
4,Mark Andrews,BAL,BUF,TE,-,-,-,-,-,2,15,-,-,-,-,-,3.5
4,Kyle Pitts,ATL,CLE,TE,-,-,-,-,-,1,25,-,-,-,-,-,3.5
4,Eric Saubert,DEN,LV,TE,-,-,-,-,-,1,25,-,-,-,-,-,3.5
4,Hunter Henry,NE,GB,TE,-,-,-,-,-,2,13,-,-,-,-,-,3.3
4,Trevon Wesco,CHI,NYG,TE,-,-,-,-,-,1,23,-,-,-,-,-,3.3
4,Parker Hesse,ATL,CLE,TE,-,-,-,-,-,1,22,-,-,-,-,-,3.2
4,Ko Kieft,TB,KC,TE,-,-,-,-,-,1,19,-,-,-,-,-,2.9
4,Tanner Hudson,NYG,CHI,TE,-,-,-,-,-,1,18,-,-,-,-,-,2.8
4,Mitchell Wilcox,CIN,MIA,TE,-,-,-,-,-,1,18,-,-,-,-,-,2.8
4,Evan Engram,JAX,PHI,TE,-,-,-,-,-,1,16,-,-,-,-,-,2.6
4,Kendall Blanton,LA,SF,TE,-,-,-,-,-,1,7,-,-,-,-,-,1.7
4,Jake Ferguson,DAL,WAS,TE,-,-,-,-,-,1,7,-,-,-,-,-,1.7
4,Ian Thomas,CAR,ARI,TE,-,-,-,-,-,1,6,-,-,-,-,-,1.6
4,Austin Hooper,TEN,IND,TE,-,-,-,-,-,1,4,-,-,-,-,-,1.4
4,Tre' McKitty,LAC,HOU,TE,-,-,-,-,-,1,4,-,-,-,-,-,1.4
4,Zach Gentry,PIT,NYJ,TE,-,-,-,-,-,1,2,-,-,-,-,-,1.2
4,Chris Manhertz,JAX,PHI,TE,-,-,-,-,-,1,-,-,-,-,-,-,1
