Week,Player,Team,Against,Pos,Yds,TD,Int,Yds,TD,Rec,Yds,TD,TD,FumTD,2PT,Lost,Points
8,Tanner Hudson,NYG,SEA,TE,-,-,-,-,-,3,58,-,-,-,-,-,8.8
8,K.J. Osborn,MIN,ARI,WR,-,-,-,-,-,2,8,1,-,-,-,-,8.8
8,James Cook,BUF,GB,RB,-,-,-,35,-,1,41,-,-,-,-,-,8.6
8,Derek Watt,PIT,PHI,RB,-,-,-,-,-,2,6,1,-,-,-,-,8.6
8,Eno Benjamin,HOU,TEN,RB,-,-,-,22,-,4,23,-,-,-,-,-,8.5
8,Diontae Johnson,PIT,PHI,WR,-,-,-,-,-,5,35,-,-,-,-,-,8.5
8,David Montgomery,CHI,DAL,RB,-,-,-,53,-,3,22,-,-,-,-,1,8.5
8,Robert Tonyan,GB,BUF,TE,-,-,-,-,-,5,35,-,-,-,-,-,8.5
8,Taysom Hill,NO,LV,TE,2,-,-,61,-,1,11,-,-,-,-,-,8.28
8,Hayden Hurst,CIN,CLE,TE,-,-,-,-,-,4,42,-,-,-,-,-,8.2
8,KJ Hamler,DEN,JAX,WR,-,-,-,9,-,2,52,-,-,-,-,-,8.1
8,Isaiah McKenzie,BUF,GB,WR,-,-,-,2,1,1,8,-,-,-,-,-,8
8,Raheem Mostert,MIA,DET,RB,-,-,-,64,-,1,3,-,-,-,-,-,7.7
8,Alec Ingold,MIA,DET,RB,-,-,-,1,1,1,5,-,-,-,-,-,7.6
8,Ronnie Rivers,LA,SF,RB,-,-,-,21,-,4,15,-,-,-,-,-,7.6
8,Laviska Shenault Jr.,CAR,ATL,WR,-,-,-,-,-,5,26,-,-,-,-,-,7.6
8,Sam Ehlinger,IND,WAS,QB,201,-,-,15,-,-,-,-,-,-,-,1,7.54
8,Josh Jacobs,LV,NO,RB,-,-,-,43,-,2,11,-,-,-,-,-,7.4
8,Kenny Pickett,PIT,PHI,QB,191,-,1,37,-,-,-,-,-,-,-,1,7.34
8,AJ Dillon,GB,BUF,RB,-,-,-,54,-,1,9,-,-,-,-,-,7.3
8,Marquise Goodwin,SEA,NYG,WR,-,-,-,-,-,4,33,-,-,-,-,-,7.3
8,DeVonta Smith,PHI,PIT,WR,-,-,-,-,-,5,23,-,-,-,-,-,7.3
8,Rachaad White,TB,BAL,RB,-,-,-,19,-,3,24,-,-,-,-,-,7.3
8,Damien Harris,NE,NYJ,RB,-,-,-,37,-,2,15,-,-,-,-,-,7.2
8,Jake Ferguson,DAL,CHI,TE,-,-,-,-,-,1,1,1,-,-,-,-,7.1
8,Drake London,ATL,CAR,WR,-,-,-,-,-,4,31,-,-,-,-,-,7.1
8,Johnny Mundt,MIN,ARI,TE,-,-,-,-,-,1,1,1,-,-,-,-,7.1
8,Christian Kirk,JAX,DEN,WR,-,-,-,-,-,3,40,-,-,-,-,-,7
8,Trevor Lawrence,JAX,DEN,QB,133,1,2,15,-,-,-,-,-,-,-,-,6.82
8,Ameer Abdullah,LV,NO,RB,-,-,-,-,-,4,28,-,-,-,-,-,6.8
8,Rashid Shaheed,NO,LV,WR,-,-,-,-,-,3,38,-,-,-,-,-,6.8
8,Irv Smith,MIN,ARI,TE,-,-,-,-,-,4,28,-,-,-,-,-,6.8
8,Ross Dwelley,SF,LA,TE,-,-,-,-,-,1,56,-,-,-,-,-,6.6
8,Gus Edwards,BAL,TB,RB,-,-,-,65,-,-,-,-,-,-,-,-,6.5
8,Zay Jones,JAX,DEN,WR,-,-,-,7,-,3,28,-,-,-,-,-,6.5
8,Mark Andrews,BAL,TB,TE,-,-,-,-,-,3,33,-,-,-,-,-,6.3
8,Dante Pettis,CHI,DAL,WR,-,-,-,-,-,4,18,-,-,-,-,-,5.8
8,Jonathan Taylor,IND,WAS,RB,-,-,-,76,-,-,-,-,-,-,-,1,5.6
8,Gabe Davis,BUF,GB,WR,-,-,-,-,-,2,35,-,-,-,-,-,5.5
8,Jeff Wilson,MIA,DET,RB,-,-,-,14,-,2,21,-,-,-,-,-,5.5
8,James Proche,BAL,TB,WR,-,-,-,-,-,3,24,-,-,-,-,-,5.4
8,Keelan Cole,LV,NO,WR,-,-,-,-,-,2,30,-,-,-,-,-,5
8,Darrell Henderson,JAX,DEN,RB,-,-,-,16,-,2,14,-,-,-,-,-,5
8,J.D. McKissic,WAS,IND,RB,-,-,-,6,-,3,14,-,-,-,-,-,5
8,Velus Jones Jr.,CHI,DAL,WR,-,-,-,33,-,1,5,-,-,-,-,-,4.8
8,David Bell,CLE,CIN,WR,-,-,-,-,-,2,27,-,-,-,-,-,4.7
8,Trenton Irwin,CIN,CLE,WR,-,-,-,-,-,2,27,-,-,-,-,-,4.7
8,Samaje Perine,CIN,CLE,RB,-,-,-,7,-,3,10,-,-,-,-,-,4.7
8,Trent Sherfield,MIA,DET,WR,-,-,-,-,-,2,25,-,-,-,-,-,4.5
8,O.J. Howard,HOU,TEN,TE,-,-,-,-,-,2,24,-,-,-,-,-,4.4
8,Stephen Sullivan,CAR,ATL,TE,-,-,-,-,-,1,33,-,-,-,-,-,4.3
8,Kylen Granson,IND,WAS,TE,-,-,-,-,-,3,11,-,-,-,-,-,4.1
8,Travis Homer,SEA,NYG,RB,-,-,-,10,-,1,21,-,-,-,-,-,4.1
8,JaMycal Hasty,JAX,DEN,RB,-,-,-,13,-,3,-3,-,-,-,-,-,4
8,Steven Sims,PIT,PHI,WR,-,-,-,21,-,2,-1,-,-,-,-,-,4
8,Jonnu Smith,NE,NYJ,TE,-,-,-,-,-,3,10,-,-,-,-,-,4
8,Noah Fant,SEA,NYG,TE,-,-,-,-,-,2,19,-,-,-,-,-,3.9
8,Brevin Jordan,HOU,TEN,TE,-,-,-,-,-,2,19,-,-,-,-,-,3.9
8,Tommy Tremble,CAR,ATL,TE,-,-,-,-,-,2,17,-,-,-,-,-,3.7
8,C.J. Uzomah,NYJ,NE,TE,-,-,-,-,-,1,27,-,-,-,-,-,3.7
8,Chris Evans,CIN,CLE,RB,-,-,-,-,-,1,26,-,-,-,-,-,3.6
8,Peyton Hendershot,DAL,CHI,TE,-,-,-,-,-,2,15,-,-,-,-,-,3.5
8,Tyler Higbee,LA,SF,TE,-,-,-,-,-,2,15,-,-,-,-,-,3.5
8,Cade Otton,TB,BAL,TE,-,-,-,-,-,2,15,-,-,-,-,-,3.5
8,Wan'Dale Robinson,NYG,SEA,WR,-,-,-,-,-,2,15,-,-,-,-,-,3.5
8,Juwan Johnson,NO,LV,TE,-,-,-,-,-,2,14,-,-,-,-,-,3.4
8,Josh Reynolds,DET,MIA,WR,-,-,-,-,-,2,14,-,-,-,-,-,3.4
8,Darrel Williams,ARI,MIN,RB,-,-,-,8,-,2,6,-,-,-,-,-,3.4
8,Scott Miller,TB,BAL,WR,-,-,-,-,-,2,13,-,-,-,-,-,3.3
8,Jeff Smith,NYJ,NE,WR,-,-,-,-,-,1,23,-,-,-,-,-,3.3
8,Will Dissly,SEA,NYG,TE,-,-,-,-,-,2,12,-,-,-,-,-,3.2
8,Hunter Henry,NE,NYJ,TE,-,-,-,-,-,1,22,-,-,-,-,-,3.2
8,Amari Rodgers,HOU,TEN,WR,-,-,-,-,-,1,22,-,-,-,-,-,3.2
8,Cam Sims,WAS,IND,WR,-,-,-,-,-,1,21,-,-,-,-,-,3.1
8,Jarrett Stidham,LV,NO,QB,72,-,-,-,-,-,-,-,-,-,-,-,2.88
8,Justice Hill,BAL,TB,RB,-,-,-,28,-,-,-,-,-,-,-,-,2.8
8,Spencer Brown,CAR,ATL,RB,-,-,-,27,-,-,-,-,-,-,-,-,2.7
8,Avery Williams,ATL,CAR,RB,-,-,-,-,-,2,7,-,-,-,-,-,2.7
8,Robert Woods,TEN,HOU,WR,-,-,-,-,-,2,26,-,-,-,-,1,2.6
8,Matt Breida,NYG,SEA,RB,-,-,-,5,-,1,10,-,-,-,-,-,2.5
8,James Mitchell,DET,MIA,TE,-,-,-,-,-,1,14,-,-,-,-,-,2.4
8,Armani Rogers,WAS,IND,QB,-,-,-,-,-,1,13,-,-,-,-,-,2.3
8,Courtland Sutton,DEN,JAX,WR,-,-,-,-,-,1,13,-,-,-,-,-,2.3
8,Tyquan Thornton,NE,NYJ,WR,-,-,-,-,-,1,13,-,-,-,-,-,2.3
8,Christian Watson,GB,BUF,WR,-,-,-,-,-,1,12,-,-,-,-,-,2.2
8,Kenneth Gainwell,PHI,PIT,RB,-,-,-,3,-,1,8,-,-,-,-,-,2.1
8,Ray-Ray McCloud,SF,LA,WR,-,-,-,-,-,1,11,-,-,-,-,-,2.1
8,Breshad Perriman,TB,BAL,WR,-,-,-,-,-,1,11,-,-,-,-,-,2.1
8,Boston Scott,PHI,PIT,RB,-,-,-,21,-,-,-,-,-,-,-,-,2.1
8,Marquez Callaway,NO,LV,WR,-,-,-,-,-,1,10,-,-,-,-,-,2
8,Chris Myarick,NYG,SEA,TE,-,-,-,-,-,1,10,-,-,-,-,-,2
8,Brian Robinson,WAS,IND,RB,-,-,-,20,-,-,-,-,-,-,-,-,2
8,Ben Skowronek,LA,SF,WR,-,-,-,-,-,1,10,-,-,-,-,-,2
8,Derek Carr,LV,NO,QB,101,-,1,-1,-,-,-,-,-,-,-,-,1.94
8,Josiah Deguara,GB,BUF,TE,-,-,-,-,-,1,9,-,-,-,-,-,1.9
8,Parker Hesse,ATL,CAR,TE,-,-,-,-,-,1,9,-,-,-,-,-,1.9
8,Ko Kieft,TB,BAL,TE,-,-,-,-,-,1,9,-,-,-,-,-,1.9
8,Dan Arnold,JAX,DEN,TE,-,-,-,-,-,1,8,-,-,-,-,-,1.8
8,Nick Vannett,NYG,SEA,TE,-,-,-,-,-,1,8,-,-,-,-,-,1.8
8,D'Ernest Johnson,CLE,CIN,RB,-,-,-,17,-,-,-,-,-,-,-,-,1.7
8,James Robinson,NYJ,NE,RB,-,-,-,17,-,-,-,-,-,-,-,-,1.7
8,John Bates,WAS,IND,TE,-,-,-,-,-,1,6,-,-,-,-,-,1.6
8,Phillip Dorsett,HOU,TEN,WR,-,-,-,-,-,1,6,-,-,-,-,-,1.6
8,Tyler Kroft,SF,LA,TE,-,-,-,-,-,1,6,-,-,-,-,-,1.6
8,Hunter Renfrow,LV,NO,WR,-,-,-,-,-,1,6,-,-,-,-,-,1.6
8,Equanimeous St. Brown,CHI,DAL,WR,-,-,-,-,-,1,6,-,-,-,-,-,1.6
8,Mike Woods,CLE,CIN,WR,-,-,-,-,-,1,6,-,-,-,-,-,1.6
8,Brock Wright,DET,MIA,TE,-,-,-,-,-,1,6,-,-,-,-,-,1.6
8,Jordan Akins,HOU,TEN,TE,-,-,-,-,-,1,5,-,-,-,-,-,1.5
8,Austin Hooper,TEN,HOU,TE,-,-,-,-,-,1,5,-,-,-,-,-,1.5
8,Colby Parkinson,SEA,NYG,TE,-,-,-,-,-,1,5,-,-,-,-,-,1.5
8,David Sills,NYG,SEA,WR,-,-,-,-,-,1,5,-,-,-,-,-,1.5
8,Trent Taylor,CIN,CLE,WR,-,-,-,-,-,1,5,-,-,-,-,-,1.5
8,Chase Edmonds,DEN,JAX,RB,-,-,-,14,-,-,-,-,-,-,-,-,1.4
8,Dax Milne,WAS,IND,WR,-,-,-,-,-,1,4,-,-,-,-,-,1.4
8,Josh Oliver,BAL,TB,TE,-,-,-,-,-,1,4,-,-,-,-,-,1.4
8,Malik Willis,TEN,HOU,QB,55,-,1,12,-,-,-,-,-,-,-,-,1.4
8,Olamide Zaccheaus,ATL,CAR,WR,-,-,-,-6,-,1,10,-,-,-,-,-,1.4
8,Bryan Edwards,KC,Bye,WR,-,-,-,-,-,1,3,-,-,-,-,-,1.3
8,D'Wayne Eskridge,SEA,NYG,WR,-,-,-,-,-,1,3,-,-,-,-,-,1.3
8,Zach Gentry,PIT,PHI,TE,-,-,-,-,-,1,3,-,-,-,-,-,1.3
8,Marcus Johnson,NYG,SEA,WR,-,-,-,-,-,1,3,-,-,-,-,-,1.3
8,Chigoziem Okonkwo,TEN,HOU,TE,-,-,-,-,-,1,3,-,-,-,-,-,1.3
8,Dwayne Washington,NO,LV,RB,-,-,-,13,-,-,-,-,-,-,-,-,1.3
8,Sammy Watkins,GB,BUF,WR,-,-,-,-,-,1,3,-,-,-,-,-,1.3
8,Mitchell Wilcox,CIN,CLE,TE,-,-,-,-,-,1,3,-,-,-,-,-,1.3
8,Davante Adams,LV,NO,WR,-,-,-,-1,-,1,3,-,-,-,-,-,1.2
8,Nelson Agholor,NE,NYJ,WR,-,-,-,-,-,1,2,-,-,-,-,-,1.2
8,Rex Burkhead,HOU,TEN,RB,-,-,-,-,-,1,2,-,-,-,-,-,1.2
8,Greg Dortch,ARI,MIN,WR,-,-,-,-,-,2,12,-,-,-,-,1,1.2
8,Mark Ingram,NO,LV,RB,-,-,-,-,-,1,2,-,-,-,-,-,1.2
8,Ian Thomas,CAR,ATL,TE,-,-,-,-,-,1,2,-,-,-,-,-,1.2
8,KaVontae Turpin,DAL,CHI,WR,-,-,-,11,-,-,-,-,-,-,-,-,1.1
8,Montrell Washington,DEN,JAX,WR,-,-,-,-,-,1,1,-,-,-,-,-,1.1
8,Malcolm Brown,LA,SF,RB,-,-,-,10,-,-,-,-,-,-,-,-,1
8,Dare Ogunbowale,HOU,TEN,RB,-,-,-,-,-,1,-,-,-,-,-,-,1
8,Chris Manhertz,JAX,DEN,TE,-,-,-,-,-,1,-1,-,-,-,-,-,0.9
8,Gardner Minshew,PHI,PIT,QB,23,-,-,-1,-,-,-,-,-,-,-,-,0.82
8,Craig Reynolds,DET,MIA,RB,-,-,-,7,-,-,-,-,-,-,-,-,0.7
8,Ty Johnson,NYJ,NE,RB,-,-,-,6,-,-,-,-,-,-,-,-,0.6
8,Salvon Ahmed,MIA,DET,RB,-,-,-,2,-,-,-,-,-,-,-,-,0.2
8,Trevor Siemian,CHI,DAL,QB,5,-,-,-,-,-,-,-,-,-,-,-,0.2
8,Raheem Blackshear,CAR,ATL,RB,-,-,-,1,-,-,-,-,-,-,-,-,0.1
