Week,Player,Team,Against,Pos,Yds,TD,Int,Yds,TD,Rec,Yds,TD,TD,FumTD,2PT,Lost,Points
6,Jake Ferguson,PHI,DAL,TE,-,-,-,-,-,4,40,1,-,-,-,-,14
6,Alec Pierce,JAX,IND,WR,-,-,-,-,-,3,49,1,-,-,-,-,13.9
6,Russell Wilson,LAC,DEN,QB,188,1,-,23,-,-,-,-,-,-,-,-,13.82
6,Darnell Mooney,WAS,CHI,WR,-,-,-,-,-,7,68,-,-,-,-,-,13.8
6,Tom Brady,PIT,TB,QB,243,1,-,-,-,-,-,-,-,-,-,-,13.72
6,Daniel Jones,BAL,NYG,QB,173,2,-,6,-,-,-,-,-,-,-,1,13.52
6,Tre'Quan Smith,CIN,NO,WR,-,-,-,-,-,3,43,1,-,-,-,-,13.3
6,Mecole Hardman,BUF,KCIR,WR,-,-,-,-,-,3,42,1,-,-,-,-,13.2
6,Darrell Henderson,IND,JAX,RB,-,-,-,43,1,2,9,-,-,-,-,-,13.2
6,Najee Harris,TB,PITQ,RB,-,-,-,42,-,2,7,1,-,-,-,-,12.9
6,Travis Etienne,IND,JAXQ,RB,-,-,-,86,-,2,22,-,-,-,-,-,12.8
6,Dawson Knox,KC,BUF,TE,-,-,-,-,-,3,37,1,-,-,-,-,12.7
6,CeeDee Lamb,PHI,DAL,WR,-,-,-,9,-,5,68,-,-,-,-,-,12.7
6,Wan'Dale Robinson,BAL,NYGIR,WR,-,-,-,-,-,3,37,1,-,-,-,-,12.7
6,Geno Smith,ARI,SEA,QB,197,-,-,48,-,-,-,-,-,-,-,-,12.68
6,Tyler Boyd,NO,CIN,WR,-,-,-,-,-,6,66,-,-,-,-,-,12.6
6,Greg Dulcich,LAC,DEN,TE,-,-,-,-,-,2,44,1,-,-,-,-,12.4
6,Brian Robinson,CHI,WAS,RB,-,-,-,60,1,-,-,-,-,-,-,-,12
6,Aaron Rodgers,NYJ,GB,QB,246,1,-,-,-,-,-,-,-,-,-,1,11.84
6,Matthew Stafford,CAR,LAQ,QB,253,1,1,-3,-,-,-,-,-,-,-,-,11.82
6,Marquise Brown,SEA,ARI,WR,-,-,-,-,-,5,68,-,-,-,-,-,11.8
6,JaMycal Hasty,IND,JAX,RB,-,-,-,57,1,-,-,-,-,-,-,-,11.7
6,Donovan Peoples-Jones,NE,CLE,WR,-,-,-,2,-,4,74,-,-,-,-,-,11.6
6,Rondale Moore,SEA,ARIQ,WR,-,-,-,-,-,6,49,-,-,-,-,-,10.9
6,Kyle Pitts,SF,ATLIR,TE,-,-,-,-,-,3,19,1,-,-,-,-,10.9
6,Christian Kirk,IND,JAX,WR,-,-,-,4,-,4,24,1,-,-,-,1,10.8
6,Tee Higgins,NO,CIN,WR,-,-,-,-,-,6,47,-,-,-,-,-,10.7
6,Irv Smith,MIA,MINIR,TE,-,-,-,-,-,4,7,1,-,-,-,-,10.7
6,Jelani Woods,JAX,IND,TE,-,-,-,-,-,2,27,1,-,-,-,-,10.7
6,Noah Fant,ARI,SEA,TE,-,-,-,-,-,6,45,-,-,-,-,-,10.5
6,Andy Dalton,CIN,NO,QB,162,1,-,-,-,-,-,-,-,-,-,-,10.48
6,DeVante Parker,CLE,NE,WR,-,-,-,-,-,4,64,-,-,-,-,-,10.4
6,Rashid Shaheed,CIN,NO,WR,-,-,-,44,1,-,-,-,-,-,-,-,10.4
6,Mitchell Trubisky,TB,PIT,QB,144,1,-,5,-,-,-,-,-,-,-,-,10.26
6,Jakobi Meyers,CLE,NEQ,WR,-,-,-,-,-,4,60,-,-,-,-,-,10
6,Olamide Zaccheaus,SF,ATL,WR,-,-,-,-,-,4,58,-,-,-,-,-,9.8
6,Braxton Berrios,GB,NYJ,WR,-,-,-,20,1,1,6,-,-,-,-,-,9.6
6,Eno Benjamin,Bye,HOU,RB,-,-,-,37,-,3,28,-,-,-,-,-,9.5
6,AJ Dillon,NYJ,GB,RB,-,-,-,41,-,4,11,-,-,-,-,-,9.2
6,Zay Jones,IND,JAX,WR,-,-,-,-,-,5,42,-,-,-,-,-,9.2
6,Evan Engram,IND,JAX,TE,-,-,-,-,-,5,40,-,-,-,-,-,9
6,David Montgomery,WAS,CHI,RB,-,-,-,67,-,1,13,-,-,-,-,-,9
6,David Njoku,NE,CLE,TE,-,-,-,-,-,3,58,-,-,-,-,-,8.8
6,Jacoby Brissett,NE,CLE,QB,266,1,2,-,-,-,-,-,-,-,-,1,8.64
6,Diontae Johnson,TB,PIT,WR,-,-,-,8,-,5,28,-,-,-,-,-,8.6
6,Justin Herbert,DEN,LAC,QB,238,-,1,9,-,-,-,-,-,-,-,-,8.42
6,Jerry Jeudy,LAC,DENQ,WR,-,-,-,-,-,3,54,-,-,-,-,-,8.4
6,Antonio Gibson,CHI,WAS,RB,-,-,-,35,-,3,18,-,-,-,-,-,8.3
6,Donald Parham,DEN,LACIR,TE,-,-,-,-,-,3,53,-,-,-,-,-,8.3
6,Kenny Pickett,TB,PIT,QB,67,1,-,16,-,-,-,-,-,-,-,-,8.28
6,Mike Evans,PIT,TB,WR,-,-,-,-,-,4,42,-,-,-,-,-,8.2
6,Terry McLaurin,CHI,WAS,WR,-,-,-,11,-,3,41,-,-,-,-,-,8.2
6,Juwan Johnson,CIN,NO,TE,-,-,-,-,-,4,41,-,-,-,-,-,8.1
6,Jonnu Smith,CLE,NE,TE,-,-,-,-,-,2,61,-,-,-,-,-,8.1
6,Nick Chubb,NE,CLE,RB,-,-,-,56,-,1,14,-,-,-,-,-,8
6,Brandon Powell,CAR,LA,WR,-,-,-,13,-,4,27,-,-,-,-,-,8
6,Gerald Everett,DEN,LAC,TE,-,-,-,-,-,5,29,-,-,-,-,-,7.9
6,Kylen Granson,JAX,INDQ,TE,-,-,-,-,-,4,38,-,-,-,-,-,7.8
6,Khalil Herbert,WAS,CHIIR,RB,-,-,-,74,-,-,-,-,-,-,-,-,7.4
6,Aaron Jones,NYJ,GB,RB,-,-,-,19,-,3,25,-,-,-,-,-,7.4
6,Latavius Murray,LAC,DEN,RB,-,-,-,66,-,1,-2,-,-,-,-,-,7.4
6,Kyle Juszczyk,ATL,SF,RB,-,-,-,-,-,4,33,-,-,-,-,-,7.3
6,Corey Davis,GB,NYJ,WR,-,-,-,-,-,2,52,-,-,-,-,-,7.2
6,Sony Michel,DEN,LAC,RB,-,-,-,28,-,3,14,-,-,-,-,-,7.2
6,Tony Pollard,PHI,DAL,RB,-,-,-,44,-,2,8,-,-,-,-,-,7.2
6,Drake London,SF,ATL,WR,-,-,-,-,-,3,40,-,-,-,-,-,7
6,D'Wayne Eskridge,ARI,SEAIR,WR,-,-,-,-,-,3,39,-,-,-,-,-,6.9
6,Connor Heyward,TB,PIT,TE,-,-,-,-,-,2,49,-,-,-,-,-,6.9
6,Mark Ingram,CIN,NO,RB,-,-,-,46,-,1,11,-,-,-,-,-,6.7
6,Marquez Callaway,CIN,NO,WR,-,-,-,-,-,3,36,-,-,-,-,-,6.6
6,James Robinson,GB,NYJ,RB,-,-,-,54,-,1,1,-,-,-,-,-,6.5
6,KJ Hamler,LAC,DENQ,WR,-,-,-,-,-,2,44,-,-,-,-,-,6.4
6,Phillip Lindsay,Bye,,RB,-,-,-,7,-,3,5,-,-,-,1,-,6.2
6,Romeo Doubs,NYJ,GBQ,WR,-,-,-,-,-,4,21,-,-,-,-,-,6.1
6,Jerick McKinnon,BUF,KC,RB,-,-,-,1,-,3,29,-,-,-,-,-,6
6,Caleb Huntley,SF,ATL,RB,-,-,-,59,-,-,-,-,-,-,-,-,5.9
6,Raheem Mostert,MIN,MIA,RB,-,-,-,49,-,1,-1,-,-,-,-,-,5.8
6,George Pickens,TB,PIT,WR,-,-,-,1,-,3,27,-,-,-,-,-,5.8
6,Michael Carter,GB,NYJQ,RB,-,-,-,41,-,1,6,-,-,-,-,-,5.7
6,Demarcus Robinson,NYG,BAL,WR,-,-,-,-,-,3,27,-,-,-,-,-,5.7
6,DK Metcalf,ARI,SEA,WR,-,-,-,-,-,2,34,-,-,-,-,-,5.4
6,Rachaad White,PIT,TB,RB,-,-,-,12,-,3,11,-,-,-,-,-,5.3
6,Cooper Rush,PHI,DAL,QB,181,1,3,-,-,-,-,-,-,-,-,-,5.24
6,Tyler Allgeier,SF,ATL,RB,-,-,-,51,-,-,-,-,-,-,-,-,5.1
6,Chase Edmonds,LAC,DENIR,RB,-,-,-,3,-,2,28,-,-,-,-,-,5.1
6,Hayden Hurst,NO,CIN,TE,-,-,-,-,-,3,21,-,-,-,-,-,5.1
6,Isaiah Likely,NYG,BALQ,TE,-,-,-,-,-,2,30,-,-,-,-,-,5
6,Harrison Bryant,NE,CLE,TE,-,-,-,-,-,3,18,-,-,-,-,-,4.8
6,Reggie Gilliam,KC,BUF,TE,-,-,-,-,-,3,18,-,-,-,-,-,4.8
6,K.J. Osborn,MIA,MIN,WR,-,-,-,-,-,3,18,-,-,-,-,-,4.8
6,DeAndre Carter,DEN,LAC,WR,-,-,-,-,-,3,17,-,-,-,-,-,4.7
6,Marquise Goodwin,ARI,SEA,WR,-,-,-,-,-,2,26,-,-,-,-,-,4.6
6,Taysom Hill,CIN,NO,TE,16,-,-,39,-,-,-,-,-,-,-,-,4.54
6,Marcus Johnson,BAL,NYG,WR,-,-,-,-,-,2,25,-,-,-,-,-,4.5
6,Zach Wilson,GB,NYJ,QB,110,-,-,1,-,-,-,-,-,-,-,-,4.5
6,Skylar Thompson,MIN,MIA,QB,89,-,-,9,-,-,-,-,-,-,-,-,4.46
6,Noah Gray,BUF,KC,TE,-,-,-,-,-,3,13,-,-,-,-,-,4.3
6,Cade Otton,PIT,TB,TE,-,-,-,-,-,2,23,-,-,-,-,-,4.3
6,Cole Turner,CHI,WAS,TE,-,-,-,-,-,2,23,-,-,-,-,-,4.3
6,Dallas Goedert,DAL,PHIIR,TE,-,-,-,-,-,2,22,-,-,-,-,-,4.2
6,Peyton Hendershot,PHI,DAL,TE,-,-,-,-,-,2,22,-,-,-,-,-,4.2
6,Ian Thomas,LA,CAR,TE,-,-,-,-,-,2,22,-,-,-,-,-,4.2
6,Carson Wentz,CHI,WASIR,QB,99,-,-,2,-,-,-,-,-,-,-,-,4.16
6,Pharaoh Brown,NE,CLE,TE,-,-,-,-,-,2,21,-,-,-,-,-,4.1
6,Josh Oliver,NYG,BAL,TE,-,-,-,-,-,2,21,-,-,-,-,-,4.1
6,Russell Gage,PIT,TBQ,WR,-,-,-,-,-,2,20,-,-,-,-,-,4
6,Malcolm Brown,CAR,LA,RB,-,-,-,15,-,1,13,-,-,-,-,-,3.8
6,Michael Gallup,PHI,DAL,WR,-,-,-,-,-,2,18,-,-,-,-,-,3.8
6,Richie James,BAL,NYG,WR,-,-,-,-,-,2,18,-,-,-,-,-,3.8
6,Jauan Jennings,ATL,SF,WR,-,-,-,-,-,2,18,-,-,-,-,-,3.8
6,Isiah Pacheco,BUF,KC,RB,-,-,-,9,-,2,9,-,-,-,-,-,3.8
6,Tyler Lockett,ARI,SEA,WR,-,-,-,-,-,2,17,-,-,-,-,-,3.7
6,D.J. Moore,LA,CAR,WR,-,-,-,-,-,3,7,-,-,-,-,-,3.7
6,C.J. Uzomah,GB,NYJ,TE,-,-,-,-,-,2,17,-,-,-,-,-,3.7
6,Mike Williams,DEN,LAC,WR,-,-,-,-,-,2,17,-,-,-,-,-,3.7
6,Samaje Perine,NO,CIN,RB,-,-,-,5,-,2,11,-,-,-,-,-,3.6
6,Jamal Agnew,IND,JAX,WR,-,-,-,19,-,1,5,-,-,-,-,-,3.4
6,Cameron Brate,PIT,TB,TE,-,-,-,-,-,2,14,-,-,-,-,-,3.4
6,Skyy Moore,BUF,KC,WR,-,-,-,-,-,1,24,-,-,-,-,-,3.4
6,Courtland Sutton,LAC,DEN,WR,-,-,-,-,-,2,14,-,-,-,-,-,3.4
6,Clyde Edwards-Helaire,BUF,KCIR,RB,-,-,-,33,-,-,-,-,-,-,-,-,3.3
6,Alec Ingold,MIN,MIA,RB,-,-,-,2,-,2,10,-,-,-,-,-,3.2
6,Matt Breida,BAL,NYG,RB,-,-,-,-6,-,2,17,-,-,-,-,-,3.1
6,Colby Parkinson,ARI,SEA,TE,-,-,-,-,-,2,11,-,-,-,-,-,3.1
6,Jack Stoll,DAL,PHI,TE,-,-,-,-,-,1,21,-,-,-,-,-,3.1
6,Tim Jones,IND,JAX,WR,-,-,-,-,-,1,20,-,-,-,-,-,3
6,D'Ernest Johnson,NE,CLE,RB,-,-,-,-,-,2,9,-,-,-,-,-,2.9
6,Isaiah McKenzie,KC,BUF,WR,-,-,-,-,-,2,9,-,-,-,-,-,2.9
6,Darius Slayton,BAL,NYG,WR,-,-,-,-,-,1,18,-,-,-,-,-,2.8
6,Kendrick Bourne,CLE,NE,WR,-,-,-,-,-,1,17,-,-,-,-,-,2.7
6,Tyler Conklin,GB,NYJ,TE,-,-,-,1,-,1,16,-,-,-,-,-,2.7
6,A.J. Green,SEA,ARI,WR,-,-,-,-,-,2,7,-,-,-,-,-,2.7
6,Curtis Samuel,CHI,WAS,WR,-,-,-,-,-,2,6,-,-,-,-,-,2.6
6,Eric Tomlinson,LAC,DEN,TE,-,-,-,-,-,1,16,-,-,-,-,-,2.6
6,Kenneth Gainwell,DAL,PHI,RB,-,-,-,25,-,-,-,-,-,-,-,-,2.5
6,Cole Kmet,WAS,CHI,TE,-,-,-,-,-,1,15,-,-,-,-,-,2.5
6,Mike Woods,NE,CLE,WR,-,-,-,-,-,1,15,-,-,-,-,-,2.5
6,Devin Duvernay,NYG,BAL,WR,-,-,-,-,-,1,14,-,-,-,-,-,2.4
6,Amari Rodgers,Bye,HOU,WR,-,-,-,-,-,1,14,-,-,-,-,-,2.4
6,Khalil Shakir,KC,BUF,WR,-,-,-,-,-,1,14,-,-,-,-,-,2.4
6,David Bell,NE,CLE,WR,-,-,-,-,-,1,13,-,-,-,-,-,2.3
6,P.J. Walker,LA,CARQ,QB,60,-,-,-1,-,-,-,-,-,-,-,-,2.3
6,Will Dissly,ARI,SEA,TE,-,-,-,-,-,1,12,-,-,-,-,-,2.2
6,Luke Farrell,IND,JAX,TE,-,-,-,-,-,1,11,-,-,-,-,-,2.1
6,Johnny Mundt,MIA,MIN,TE,-,-,-,-,-,2,1,-,-,-,-,-,2.1
6,Noah Brown,PHI,DAL,WR,-,-,-,-,-,1,10,-,-,-,-,-,2
6,Sean McKeon,PHI,DAL,TE,-,-,-,-,-,1,10,-,-,-,-,-,2
6,J.D. McKissic,CHI,WASIR,RB,-,-,-,20,-,-,-,-,-,-,-,-,2
6,Keith Smith,SF,ATL,RB,-,-,-,2,-,1,8,-,-,-,-,-,2
6,Josiah Deguara,NYJ,GB,TE,-,-,-,-,-,1,9,-,-,-,-,-,1.9
6,D'Onta Foreman,LA,CAR,RB,-,-,-,19,-,-,-,-,-,-,-,-,1.9
6,Randall Cobb,NYJ,GB,WR,-,-,-,-,-,1,8,-,-,-,-,-,1.8
6,Kendall Hinton,LAC,DEN,WR,-,-,-,-,-,1,8,-,-,-,-,-,1.8
6,David Sills,BAL,NYG,WR,-,-,-,-,-,1,8,-,-,-,-,-,1.8
6,Adam Trautman,CIN,NO,TE,-,-,-,-,-,1,8,-,-,-,-,-,1.8
6,Avery Williams,SF,ATL,RB,-,-,-,6,-,1,2,-,-,-,-,-,1.8
6,Garrett Wilson,GB,NYJ,WR,-,-,-,-,-,1,8,-,-,-,-,-,1.8
6,Andrew Beck,LAC,DEN,TE,-,-,-,-,-,1,7,-,-,-,-,-,1.7
6,Tyler Higbee,CAR,LA,TE,-,-,-,-,-,1,7,-,-,-,-,-,1.7
6,Chuba Hubbard,LA,CAR,RB,-,-,-,6,-,1,1,-,-,-,-,-,1.7
6,Tommy Sweeney,KC,BUF,TE,-,-,-,-,-,1,7,-,-,-,-,-,1.7
6,Boston Scott,DAL,PHI,RB,-,-,-,16,-,-,-,-,-,-,-,-,1.6
6,Trent Sherfield,MIN,MIA,WR,-,-,-,-,-,1,6,-,-,-,-,-,1.6
6,Cam Sims,CHI,WAS,WR,-,-,-,-,-,1,6,-,-,-,-,-,1.6
6,J.K. Dobbins,NYG,BALIR,RB,-,-,-,15,-,-,-,-,-,-,-,-,1.5
6,Dax Milne,CHI,WASQ,WR,-,-,-,-,-,1,5,-,-,-,-,-,1.5
6,Michael Bandy,DEN,LAC,WR,-,-,-,-,-,1,4,-,-,-,-,-,1.4
6,Mike Boone,LAC,DENIR,RB,-,-,-,1,-,1,3,-,-,-,-,-,1.4
6,Zach Gentry,TB,PIT,TE,-,-,-,-,-,1,4,-,-,-,-,-,1.4
6,Tylan Wallace,NYG,BAL,WR,-,-,-,-,-,1,4,-,-,-,-,-,1.4
6,Kareem Hunt,NE,CLE,RB,-,-,-,12,-,-,-,-,-,-,-,-,1.2
6,Zander Horvath,DEN,LAC,RB,-,-,-,-,-,1,-,-,-,-,-,-,1
6,Tutu Atwell,CAR,LA,WR,-,-,-,9,-,-,-,-,-,-,-,-,0.9
6,James Cook,KC,BUF,RB,-,-,-,8,-,-,-,-,-,-,-,-,0.8
6,Melvin Gordon,BUF,KC,RB,-,-,-,8,-,-,-,-,-,-,-,-,0.8
6,Velus Jones Jr.,WAS,CHI,WR,-,-,-,8,-,1,10,-,-,-,-,1,0.8
6,Keaontay Ingram,SEA,ARI,RB,-,-,-,7,-,-,-,-,-,-,-,-,0.7
6,Quez Watkins,DAL,PHI,WR,-,-,-,-3,-,1,-,-,-,-,-,-,0.7
6,Kevin Harris,CLE,NE,RB,-,-,-,5,-,-,-,-,-,-,-,-,0.5
6,Pierre Strong,CLE,NE,RB,-,-,-,5,-,-,-,-,-,-,-,-,0.5
6,Jeff Wilson,MIN,MIA,RB,-,-,-,25,-,-,-,-,-,-,-,1,0.5
6,Jacob Eason,ATL,SF,QB,59,-,1,-,-,-,-,-,-,-,-,-,0.36
6,Jordan Love,NYJ,GB,QB,8,-,-,-,-,-,-,-,-,-,-,-,0.32
6,Tevin Coleman,ATL,SF,RB,-,-,-,3,-,-,-,-,-,-,-,-,0.3
6,C.J. Ham,MIA,MIN,RB,-,-,-,3,-,-,-,-,-,-,-,-,0.3
6,Alexander Mattison,MIA,MIN,RB,-,-,-,3,-,-,-,-,-,-,-,-,0.3
6,Jaylen Warren,TB,PIT,RB,-,-,-,2,-,-,-,-,-,-,-,-,0.2
6,DeeJay Dallas,ARI,SEA,RB,-,-,-,1,-,-,-,-,-,-,-,-,0.1
6,Equanimeous St. Brown,WAS,CHI,WR,-,-,-,1,-,-,-,-,-,-,-,-,0.1
